GENE       CHR      START       STOP  NSNPS  NRARE  NPARAM       N        ZSTAT            P          RSQ      RSQ_ADJ
6703         1  153039725  153041118    106    106       5  235812       3.6269    0.0001434   0.00010574   8.4579e-05
6708         1  158610498  158686716   5175   5175     195  235812        3.211   0.00066131    0.0011222   0.00029552
51744        1  160830158  160862902    817    817      54  235812       3.1235   0.00089354   0.00039165   0.00016272
64326        1  175944826  176207279   1492   1492     102  235812       3.0224     0.001254    0.0006387   0.00020623
460          1  176857305  177164904   3082   3082     208  235812       3.6642   0.00012405    0.0012344   0.00035262
89866        1  177929107  177969915   2355   2355     158  235812       3.4698    0.0002604   0.00096307   0.00029325
81788        1  205302059  205321791    996    996      60  235812       3.2826    0.0005143   0.00043493   0.00018054
642587       1  209428823  209432552    300    300      12  235812       3.7576    8.577e-05   0.00016766   0.00011677
255928       1  209938174  210164291   1242   1242      70  235812       3.5938   0.00016297   0.00051149    0.0002147
7399         1  215622894  216423396   8456   8456     605  235812       3.1216   0.00089933    0.0030502   0.00048584
149111       1  224434790  224740567   1067   1067      64  235812       3.4405   0.00029028   0.00046762   0.00019628
9725         1  225840570  225882720   2274   2274     151  235812       3.2303   0.00061821   0.00090521     0.000265
81559        1  228393672  228406877    682    682      27  235812       3.4278   0.00030425   0.00025242   0.00013793
4548         1  236794304  236903981   3123   3123     229  235812       4.4331   4.6454e-06     0.001427   0.00045633
128025       1  241652278  241802745   2198   2198     151  235812       3.1821   0.00073101   0.00090076   0.00026059
105379285    1  248445607  248548838   1200   1200      46  235812       4.0276   2.8174e-05   0.00040335   0.00020832
401992       1  248449062  248548832   1200   1200      46  235812       4.0276   2.8174e-05   0.00040335   0.00020832
343173       1  248473351  248474307    285    285      12  235812       3.7718   8.1051e-05   0.00016829   0.00011742
401994       1  248483422  248698899   2316   2316     154  235812       3.4075   0.00032779    0.0009369   0.00028408
127068       1  248573801  248574757    248    248      10  235812       3.1744   0.00075062    0.0001287   8.6248e-05
347688      10      46638      76455    774    774      51  235812       3.1847   0.00072446   0.00037882    0.0001626
57118       10   12349517   12835545   1018   1018      61  235812       3.4137   0.00032042   0.00044919   0.00019056
8029        10   16823966   17130249   6894   6894     507  235812       3.2797   0.00051958    0.0026201   0.00047106
22931       10   27504174   27542237    562    562      22  235812       3.5118   0.00022251   0.00022501   0.00013173
8325        10   35638249   35641434    751    751      30  235812       3.3302   0.00043389   0.00026569   0.00013852
1763        10   68414064   68472516   1846   1846     115  235812       3.1868   0.00071918   0.00071869   0.00023109
6832        10   69180204   69209098   1377   1377      76  235812       3.3178   0.00045371    0.0005244   0.00020218
3098        10   69269984   69401882   2328   2328     155  235812       3.0616    0.0011008   0.00090962   0.00025249
9211        10   93757809   93798159    641    641      25  235812       3.3379   0.00042214   0.00023537   0.00012934
1559        10   94938658   94989391   1169   1169      67  235812       3.4397   0.00029115   0.00048409   0.00020003
55361       10   97640686   97676434    773    773      53  235812       4.1664   1.5473e-05   0.00045448   0.00022978
1369        10  100042308  100081901    833    833      33  235812       3.0617    0.0011004   0.00026933    0.0001294
387715      10  122454663  122457352    170    170       7  235812       3.3509   0.00040279   0.00011255    8.291e-05
1028        11    2883218    2885816    642    642      25  235812       3.0624    0.0010977   0.00022178   0.00011575
116969      11    3638506    3642316    813    813      32  235812        3.026    0.0012391   0.00026162   0.00012589
6609        11    6390301    6394998    966    966      60  235812       3.2297   0.00061971   0.00043145   0.00017703
8495        11    7513765    7667344   3509   3509     244  235812       3.5373   0.00020212    0.0013988   0.00036442
9152        11   20599400   20659285   1703   1703      88  235812       3.4632   0.00026688   0.00059954   0.00022644
5222        11   61241157   61251457    443    443      18  235812        5.321   5.1599e-08   0.00029537   0.00021905
10235       11   64726911   64745456   1644   1644     108  235812       3.0288    0.0012276   0.00066996   0.00021207
254187      11   65945445   65960392    987    987      59  235812        3.244   0.00058932    0.0004269   0.00017679
25855       11   66337333   66345111    849    849      54  235812       3.0453    0.0011623   0.00038677   0.00015777
105379411   11   73580220   73648096    214    214       9  235812       4.1883   1.4052e-05   0.00016335   0.00012517
58473       11   73646178   73662819    941    941      59  235812       3.0742    0.0010554    0.0004159   0.00016576
26011       11   78653283   79440989   3942   3942     285  235812       3.6339   0.00013956    0.0016111   0.00040305
143689      11   94567308   94621421   1664   1664     109  235812       3.3524   0.00040053   0.00070138   0.00023925
100506742   11  104885718  104898670    631    631      25  235812       3.1609   0.00078648   0.00022658   0.00012058
9177        11  113898923  113946561    863    863      34  235812        3.081    0.0010316   0.00027618   0.00013202
486         11  117820075  117828092    726    726      29  235812       3.9808    3.434e-05   0.00029515   0.00017214
5818        11  119638098  119728725   2275   2275      86  235812        3.588   0.00016658   0.00059838   0.00023377
390264      11  124015575  124016510    289    289      12  235812       3.5746   0.00017541   0.00015964   0.00010872
390265      11  124038066  124039001    294    294      12  235812       4.3061   8.3088e-06   0.00019313   0.00014228
4013        11  124115404  124146912   1550   1550      59  235812       3.2225   0.00063544   0.00042549    0.0001753
89944       11  134331874  134376328   1755   1755     112  235812       3.5889   0.00016603    0.0007368   0.00026196
8798        12    4590072    4613888   1280   1280      71  235812       4.4099   5.1719e-06   0.00057784   0.00027686
55200       12    6310436    6328506   2010   2010     121  235812       3.4279   0.00030412   0.00076997   0.00025696
6337        12    6346843    6377357   1877   1877     117  235812       3.0164     0.001279    0.0007148   0.00021875
5830        12    7189163    7218574   1568   1568     105  235812       3.6357    0.0001386   0.00070378   0.00025862
3823        12   10412315   10420595    407    407      16  235812       3.6958    0.0001096   0.00019365   0.00012583
6579        12   21264600   21403657   1604   1604      83  235812       3.1597   0.00078967   0.00055022    0.0001983
1663        12   31073581   31104799   2223   2223     152  235812       3.2739   0.00053043   0.00091428   0.00026983
79657       12   47661932   47706061   1267   1267      71  235812       3.6143   0.00015059   0.00051849   0.00021744
91010       12   49637941   49707414   2910   2910     200  235812       3.2232   0.00063379    0.0011481   0.00030023
140807      12   52585589   52602944   1027   1027      40  235812       3.3682   0.00037834   0.00032717   0.00015759
374454      12   52689612   52703534   1051   1051      41  235812        3.403   0.00033329   0.00033503   0.00016117
196374      12   52837804   52848994   1072   1072      64  235812       3.8993   4.8231e-05   0.00049969   0.00022835
3071        12   54497711   54543115   2167   2167     151  235812       3.2816   0.00051616   0.00090996   0.00026977
254783      12   55239762   55248226    250    250      10  235812       3.1098   0.00093603   0.00012622   8.3804e-05
319         12   56360571   56362799    344    344      14  235812       3.9877   3.3362e-05    0.0001931   0.00013369
64333       12   57472255   57483959   1816   1816     115  235812       3.4788   0.00025187   0.00074317   0.00025564
79738       12   76344486   76348442    674    674      49  235812        4.026   2.8364e-05   0.00042119   0.00021344
144455      12   77021246   77065580   1252   1252      71  235812       3.5758    0.0001746   0.00051572    0.0002147
9971        12  100473759  100563867    856    856      34  235812       4.1021   2.0474e-05   0.00033414   0.00019002
50511       12  101728648  101739513    656    656      26  235812       3.5603   0.00018519   0.00025306   0.00014281
23325       12  105107714  105169135   2903   2903     179  235812       3.2908    0.0004996     0.001051   0.00029218
488         12  110281227  110351093   2907   2907     200  235812       3.7311   9.5336e-05    0.0012014   0.00035357
5027        12  121132819  121186551   1336   1336      73  235812       3.2793   0.00052033    0.0005055   0.00019598
10198       12  123152324  123244014   1993   1993     144  235812       3.0389     0.001187   0.00085269   0.00024217
100293704   12  123363059  123365789   1157   1157      68  235812       3.2332   0.00061197   0.00047529   0.00018698
196385      12  123761133  123935720   7950   7950     300  235812       3.0203    0.0012628    0.0016087   0.00033695
7574        12  132986348  133012568    845    845      55  235812       3.3334   0.00042903   0.00041051   0.00017726
23143       13   46553138   46753041   2363   2363     158  235812       4.3144   8.0008e-06    0.0010461   0.00037628
1102        13   48488963   48533256   1197   1197      68  235812       3.1859   0.00072141   0.00047206    0.0001837
84899       13  100603836  100675089   2400   2400      91  235812        3.259   0.00055904   0.00059982   0.00021398
8874        13  111115277  111305734   3292   3292     234  235812       3.7708    8.136e-05    0.0013759   0.00038397
8858        13  113155061  113172386    895    895      57  235812       3.5308   0.00020713   0.00043464     0.000193
101928841   13  113399610  113420858   1809   1809     115  235812       3.1344   0.00086097   0.00071435    0.0002268
390437      14   20143736   20144662    338    338      14  235812       4.2257   1.1909e-05   0.00020464   0.00014526
10202       14   23630115   23645639   1248   1248      91  235812        4.576   2.3696e-06   0.00070588   0.00032008
54331       14   51847131   51969800    144    144       6  235812       3.7922   7.4655e-05   0.00012098   9.5546e-05
26094       14   72926332   72962098   1431   1431      78  235812       3.1302    0.0008735   0.00052164   0.00019097
10538       14   75522441   75546992    263    263      11  235812       3.3959   0.00034201   0.00014481   9.8109e-05
145497      14   76826376   76870302   1293   1293      71  235812       3.0036    0.0013341   0.00047567   0.00017464
7253        14   80954989   81146302   1876   1876     117  235812       3.3502   0.00040373   0.00074267   0.00024658
341947      14   93347191   93348354    234    234      10  235812       3.1621   0.00078316   0.00012822   8.5831e-05
327657      14   94462721   94476333    863    863      34  235812       3.1011     0.000964   0.00027726    0.0001331
55102       14   96281258   96363341   3613   3613     247  235812       3.3542     0.000398    0.0013926   0.00034553
10914       14   96502376   96567116   2359   2359     157  235812       3.0282    0.0012302   0.00091646   0.00025082
51466       14  100019387  100144236   1264   1264      71  235812       3.1916   0.00070754    0.0004886   0.00018758
64423       14  104689606  104719610   2893   2893     199  235812       3.0479    0.0011524    0.0011252   0.00028151
2567        15   26971282   27533895   1004   1004      39  235812       3.3771   0.00036626   0.00032184   0.00015646
54893       15   30919764   30991604   4018   4018     287  235812       3.0901    0.0010005    0.0015551   0.00033844
90417       15   40382721   40394288    843    843      55  235812        3.002    0.0013411   0.00038955   0.00015634
6652        15   45023104   45075089    771    771      52  235812       4.1745   1.4933e-05   0.00044908   0.00022864
2585        15   49155759   49367894   1694   1694     110  235812       3.1916   0.00070748   0.00069338   0.00022697
4644        15   52307283   52529050   3476   3476     221  235812        3.037    0.0011945    0.0012312   0.00029427
256764      15   53513741   53762878   1959   1959     119  235812       3.0417    0.0011764   0.00072704    0.0002225
366         15   58138209   58185911    641    641      25  235812       3.2314   0.00061595   0.00023006   0.00012404
663         15   59659146   59689529   1677   1677      86  235812       3.2534   0.00057007   0.00057301   0.00020838
6095        15   60488284   61229303   1621   1621     108  235812       4.3458   6.9397e-06   0.00078073   0.00032288
342096      15   74067654   74082747    476    476      19  235812       3.7782   7.8994e-05   0.00021832   0.00013775
79834       15   77100829   77420104   7422   7422     541  235812       3.1212   0.00090047    0.0027538   0.00046062
2184        15   80152891   80186582   1180   1180      68  235812        3.456   0.00027411   0.00049073   0.00020242
647042      15   82339993   82349475    490    490      19  235812       3.1324   0.00086685   0.00018772   0.00010717
5428        15   89316305   89334795   2721   2721     192  235812       3.0661    0.0010844    0.0010928   0.00027877
146325      16    560422    565529   1017   1017      61  235812        3.135    0.0008594   0.00043072   0.00017208
10232       16    760732    768865   1867   1867     116  235812       3.1617    0.0007842   0.00072173    0.0002299
63922       16    788622    798074   4118   4118     287  235812       3.2247   0.00063047    0.0015712   0.00035453
7177        16   1240677   1242554    500    500      19  235812       3.6045    0.0001564    0.0002098   0.00012922
64711       16   1911463   1921422    560    560      22  235812       3.0805    0.0010334   0.00020422   0.00011092
752014      16   2530035   2531408    414    414      17  235812       3.3085   0.00046893   0.00018264   0.00011051
54820       16  15643267  15726353   3359   3359     218  235812       3.0025    0.0013388    0.0012129   0.00028878
23214       16  28097976  28211960   2383   2383     158  235812       3.7466    8.964e-05   0.00098978   0.00032002
653808      16  29760827  29781648    280    280      12  235812       3.6591   0.00012654   0.00016331   0.00011247
2775        16  56191339  56357444   2166   2166     150  235812       3.1328   0.00086559   0.00089122   0.00025529
9709        16  56931765  56943881    855    855      34  235812       3.8782   5.2624e-05   0.00032084   0.00017667
221188      16  57529333  57577210   1078   1078      42  235812       3.2329   0.00061262   0.00033086   0.00015277
55815       16  67806656  67828068   1484   1484      80  235812       3.9278   4.2871e-05    0.0005917   0.00025254
25839       16  70480569  70523554   1872   1872     139  235812       3.1075   0.00094332   0.00083374   0.00024444
1504        16  75218986  75224924    645    645      25  235812        3.388   0.00035201    0.0002379   0.00013185
23417       16  83899125  83916182   1284   1284      72  235812       3.0928   0.00099136   0.00048712   0.00018179
51659       16  85677674  85688982    746    746      52  235812       3.3335   0.00042878   0.00039371   0.00017327
105376780   16  89232741  89234453    500    500      19  235812       3.6233   0.00014542   0.00021072   0.00013012
54849       16  89948697  89968060   1701   1701      88  235812       3.2083   0.00066763   0.00058018   0.00020707
83547       17   1646150   1650098    944    944      59  235812       3.5815   0.00017083    0.0004493   0.00019914
8388        17   3432870   3433841    252    252      11  235812       3.6125   0.00015163   0.00015387   0.00010723
84690       17   3440011   3513852   1498   1498     102  235812       4.8888    5.072e-07   0.00079564   0.00036329
83659       17   6797993   6831741    768    768      52  235812       3.2893   0.00050217   0.00039093   0.00017047
59344       17   8095900   8118916   1679   1679      87  235812       4.2508    1.065e-05   0.00065633   0.00028747
9482        17   9250471   9575958    667    667      26  235812       3.3181    0.0004532   0.00024058   0.00013036
100533496   17  15436015  15563631   1676   1676      85  235812        4.243   1.1025e-05   0.00064449   0.00028414
201158      17  15502264  15563631   1470   1470      99  235812        3.283    0.0005135   0.00064364   0.00022393
55244       17  19533854  19579033   1468   1468     102  235812       3.7329   9.4647e-05   0.00069585   0.00026345
147007      17  28357581  28363683    579    579      23  235812       3.5355   0.00020353   0.00023265   0.00013512
146861      17  35192520  35194393    389    389      16  235812        3.312   0.00046312   0.00017612    0.0001083
6351        17  36103827  36105621    239    239      10  235812       3.0988   0.00097152    0.0001258   8.3447e-05
83755       17  41123091  41124167    233    233      10  235812       3.9074   4.6649e-05   0.00015895   0.00011659
85290       17  41167231  41168172    167    167       7  235812       4.5475    2.714e-06    0.0001622    0.0001325
84313       17  42773436  42779600    435    435      18  235812       3.1426   0.00083738   0.00018175   0.00010544
51326       17  46499818  46579792    833    833      33  235812       3.3536   0.00039889   0.00028501   0.00014508
124773      17  60421085  60431426    789    789      31  235812        4.583   2.2913e-06   0.00034401   0.00021261
339175      17  62423885  62450093    692    692      27  235812       3.0837    0.0010222   0.00023492    0.0001204
11314       17  74466366  74484798    895    895      57  235812       4.0643   2.4088e-05   0.00047097    0.0002293
2232        17  74862497  74873031   1391   1391      76  235812       4.0438   2.6301e-05   0.00057826   0.00025606
283987      17  74950742  74972805   1794   1794     113  235812       3.6248   0.00014461    0.0007451   0.00026602
3396        17  75012664  75021261    442    442      18  235812       3.9191   4.4433e-05   0.00021844   0.00014216
114757      17  76527348  76557597   1118   1118      66  235812       3.2517   0.00057351    0.0004657   0.00018585
768206      17  76527586  76553580   1118   1118      66  235812       3.2517   0.00057351    0.0004657   0.00018585
57602       17  78787385  78840898   2210   2210     151  235812        3.744   9.0556e-05   0.00095354    0.0003134
7077        17  78852977  78925390   1149   1149      66  235812       3.7368   9.3173e-05   0.00049942   0.00021958
100653515   17  78890579  78903217    643    643      25  235812       3.4052   0.00033052   0.00023877    0.0001328
22994       17  81189593  81222994   2754   2754     172  235812       3.0466    0.0011572   0.00099245   0.00026327
1468        17  81712236  81721016   1314   1314      73  235812       3.0245    0.0012452   0.00048771   0.00017822
5034        17  81843158  81860668   1258   1258      71  235812       3.1279   0.00088028    0.0004842   0.00018311
101927376   18  10589366  10606403    279    279      12  235812       3.2382   0.00060138   0.00014552   9.4652e-05
646000      18  11609558  11610612    408    408      17  235812       3.4119   0.00032259   0.00018733   0.00011522
26256       18  24138956  24161600    809    809      32  235812       3.6322   0.00014052   0.00029436   0.00015867
125336      18  46476961  46657114   4925   4925     186  235812        3.091   0.00099728    0.0010658   0.00027728
23335       18  56651343  57029805   2644   2644     188  235812       3.4207   0.00031232     0.001109   0.00031191
54495       18  68673688  68715298   2051   2051     122  235812        3.097    0.0009776   0.00074691   0.00022966
25759       19    416583    461024   1728   1728     112  235812       3.7641   8.3585e-05   0.00075172   0.00027692
1265        19   1026275   1039068    848    848      55  235812       3.0139    0.0012894   0.00039029   0.00015706
339366      19   1505018   1513189   1305   1305      73  235812       3.1496   0.00081737    0.0004964   0.00018692
79085       19   6436081   6460221   1118   1118      66  235812       3.1791   0.00073863   0.00046078   0.00018096
339390      19   7728957   7732171    782    782      31  235812       3.1289   0.00087728    0.0002611   0.00012964
5609        19   7903780   7914483   1162   1162      68  235812       3.0917   0.00099499   0.00046565   0.00017738
11140       19  10391131  10403595    737    737      29  235812       3.1314   0.00086977   0.00024932   0.00012636
90594       19  11848530  11869491    766    766      30  235812       3.6684   0.00012203   0.00028398   0.00015682
101060181   19  12247244  12267038    606    606      24  235812       3.2809   0.00051739    0.0002263   0.00012451
84449       19  14689787  14733746   1703   1703      88  235812       3.3644   0.00038356   0.00059199   0.00021887
113835      19  22048132  22091109    693    693      27  235812       3.1428   0.00083665   0.00023787   0.00012338
148109      19  35224801  35228725    395    395      16  235812       3.1462   0.00082702   0.00016886   0.00010097
2867        19  35449715  35451767    333    333      14  235812       3.2611   0.00055494   0.00016035   0.00010097
93099       19  35497217  35513668   1747   1747     112  235812       3.0331    0.0012101   0.00069073   0.00021583
84807       19  35887129  35902334   1037   1037      63  235812       4.1338   1.7842e-05   0.00051082   0.00024372
10870       19  35902480  35904271    302    302      13  235812       3.7204   9.9473e-05   0.00017337    0.0001182
126432      19  38867830  38878279    937    937      58  235812       3.4279   0.00030419   0.00043343   0.00018752
9138        19  41883173  41907454   2506   2506     162  235812       4.5025   3.3585e-06    0.0010863   0.00039965
390937      19  41907535  41928122    521    521      20  235812       3.2385   0.00060081   0.00019898    0.0001142
5675        19  42902082  42917924   1294   1294      71  235812        3.506   0.00022742   0.00051073   0.00020969
7673        19  44025332  44033110    606    606      24  235812       3.4588   0.00027131   0.00023517    0.0001334
23624       19  44777861  44800646   1115   1115      66  235812       4.3872    5.741e-06   0.00054701   0.00026715
344         19  44945982  44949565    265    265      11  235812       3.1682   0.00076681   0.00013564    8.899e-05
388552      19  45178745  45217078    573    573      22  235812       3.0075    0.0013169   0.00020083   0.00010753
100506012   19  46480788  46601200   1175   1175      45  235812        3.764   8.3606e-05   0.00038051   0.00018972
57469       19  46491191  46495912    641    641      25  235812       3.1006   0.00096574   0.00022363    0.0001176
93659       19  49043845  49045311    445    445      18  235812       3.0793    0.0010375   0.00017894   0.00010264
23521       19  49487554  49492308    874    874      55  235812       4.1552   1.6252e-05   0.00046555   0.00023234
51231       19  49976467  50026017   1305   1305      73  235812         3.76   8.4957e-05   0.00054018   0.00023067
5424        19  50384290  50418018   2548   2548     185  235812       3.5292   0.00020837     0.001105   0.00032073
84765       19  51855803  51890916    724    724      50  235812       4.2734   9.6278e-06   0.00044386   0.00023192
400713      19  52369917  52385795    676    676      27  235812       3.8544      5.8e-05   0.00027521   0.00016069
147658      19  52429321  52451939    824    824      52  235812        3.177   0.00074392   0.00038391   0.00016344
162966      19  52765471  52833628   1644   1644     107  235812       3.4071   0.00032825   0.00069545   0.00024182
7576        19  52797408  52821678    773    773      52  235812       3.3919   0.00034707   0.00039741   0.00017697
317703      19  53266760  53267907    268    268      11  235812        3.174   0.00075173   0.00013586   8.9169e-05
26121       19  54115376  54131719   1174   1174      67  235812       3.0747    0.0010535   0.00045914   0.00017506
11025       19  54216278  54223087   1737   1737     110  235812       4.6098   2.0149e-06   0.00081537   0.00034904
10990       19  54250405  54257308   1450   1450      55  235812       3.5624   0.00018375   0.00042541   0.00019222
10288       19  54273812  54281178   1463   1463      78  235812       3.4747    0.0002557   0.00054661   0.00021589
3903        19  54353624  54370556   1117   1117      65  235812       3.7854   7.6722e-05   0.00049725   0.00022161
3805        19  54803612  54814517   1042   1042      63  235812       3.3744   0.00036988    0.0004576    0.0001905
7138        19  55132698  55149354   1103   1103      43  235812       3.0945   0.00098562   0.00032853   0.00014621
342931      19  55757430  55763419    244    244      10  235812       3.0089    0.0013109    0.0001224   7.9989e-05
80095       19  57977072  58003346    887    887      35  235812       3.1993   0.00068889   0.00028841   0.00014001
6193        19  58387269  58394804    343    343      14  235812       3.0106    0.0013036   0.00014991   9.0539e-05
78989        2    3594832    3644644   1125   1125      43  235812        3.723   9.8444e-05    0.0003661   0.00018376
728597       2    3703592    3847411    982    982      38  235812       3.5804   0.00017155   0.00032775   0.00016659
285148       2    9474532    9517208   1495   1495     102  235812       3.4082     0.000327   0.00066934   0.00023693
245973       2   10720974   10785110   1293   1293      72  235812       3.3133   0.00046103    0.0005025   0.00019723
9687         2   11534116   11642788   4042   4042     287  235812       4.0505   2.5552e-05    0.0016725   0.00045598
25797        2   37344610   37373322    823    823      54  235812       3.1771   0.00074365   0.00039501   0.00016606
130162       2   55172547   55232563   1126   1126      44  235812       3.8651   5.5512e-05   0.00038094   0.00019437
84168        2   69013144   69249327   1849   1849     137  235812       3.8805   5.2115e-05   0.00089376   0.00031298
55037        2   86106182   86142157   1815   1815     113  235812       3.4524   0.00027781   0.00073052   0.00025147
285190       2  107826932  107892544   2005   2005     122  235812       3.0767    0.0010465    0.0007452   0.00022799
112714       2  130191745  130198461    630    630      25  235812       3.1358   0.00085689   0.00022535   0.00011933
26469        2  130356007  130375409   1223   1223      69  235812       3.2458   0.00058559   0.00048157   0.00018901
151531       2  157995179  158136154    781    781      31  235812       4.6001   2.1111e-06   0.00034507   0.00021362
4065         2  159803355  159904756   3180   3180     204  235812       3.1589   0.00079181    0.0011611   0.00029624
254042       2  171999897  172082430    796    796      54  235812       3.4229   0.00030982   0.00041067   0.00018173
4430         2  191245185  191425389   2376   2376     159  235812       3.2056   0.00067386   0.00094302   0.00026894
79568        2  199955317  199964125    571    571      22  235812       3.4013   0.00033535   0.00021956    0.0001263
22807        2  212999684  213154266    797    797      54  235812       3.2082   0.00066789   0.00039697   0.00016803
79582        2  213284379  214410501   1754   1754     111  235812       3.1308   0.00087176   0.00069356   0.00022292
3488         2  216672105  216695549    499    499      19  235812       3.1336   0.00086326   0.00018777   0.00010723
79840        2  219075324  219160865    608    608      24  235812       3.2132    0.0006564   0.00022297   0.00012118
79054        2  233917362  234019522   2425   2425      92  235812       3.7884   7.5812e-05   0.00064655   0.00025654
79083        2  237486410  237555318   1550   1550      59  235812       4.0278   2.8151e-05   0.00048006    0.0002299
23178        2  241106099  241150364   2962   2962     200  235812       3.1875   0.00071759    0.0011444   0.00029647
5510         2  241149573  241183650   1277   1277      72  235812       3.0615     0.001101   0.00048496   0.00017971
64773       20   2835314   2841243    817    817      54  235812       3.6397   0.00013649    0.0004248   0.00019586
55612       20   6074845   6123544   1159   1159      66  235812       3.3732    0.0003715   0.00047401   0.00019419
27131       20  17941596  17968991   1471   1471     102  235812       3.1994   0.00068857   0.00065265   0.00022024
92675       20  18587912  18763917   1065   1065      64  235812       3.0715    0.0010648   0.00044279   0.00017148
140683      20  33161836  33181417    629    629      25  235812       3.7911   7.4996e-05   0.00025884   0.00015283
140894      20  35954562  36030700   1141   1141      66  235812       3.1287   0.00087786   0.00045739   0.00017756
23051       20  41178449  41317618    926    926      36  235812       3.2487   0.00057961     0.000297   0.00014436
55653       20  50794894  50877854    523    523      20  235812        3.703   0.00010652   0.00022134   0.00013649
140893      20  62410237  62427680   1467   1467     100  235812       3.0504    0.0011427    0.0006306   0.00020665
5753        20  63528413  63537370   1060   1060      64  235812       3.7471   8.9436e-05    0.0004889    0.0002175
6725        20  63539924  63547504   1055   1055      41  235812       3.2148   0.00065279   0.00032407   0.00015026
85319       21  10413532  10491615    269    269      11  235812       3.2655   0.00054632   0.00013951   9.2864e-05
7179        21  10521514  10606270   1491   1491     102  235812       3.3807    0.0003615   0.00066713   0.00023466
1525        21  17512906  17633323   2420   2420     160  235812       3.6939   0.00011043   0.00099489   0.00031662
58494       21  25639282  25717562    779    779      31  235812         3.04    0.0011827   0.00025649   0.00012505
64968       21  34073523  34143034   3369   3369     239  235812       3.1516   0.00081201    0.0013309   0.00031769
191585      21  41175231  41185239    176    176       8  235812       3.3539   0.00039841   0.00012057   8.6665e-05
386674      21  44591268  44592505    380    380      16  235812       4.6823   1.4185e-06   0.00024345    0.0001756
7353        22  19449941  19479296   1550   1550      59  235812       4.0755   2.2959e-05   0.00048342   0.00023329
728441      22  21207972  21239982    568    568      22  235812        3.911    4.596e-05   0.00024538   0.00015211
613         22  23180365  23318037   2754   2754     169  235812       3.2045   0.00067657    0.0009928   0.00027633
66035       22  23856703  23886112   1412   1412      75  235812       3.4208   0.00031213   0.00052642   0.00020844
2687        22  24219654  24245142   1326   1326      74  235812       3.4255   0.00030687   0.00052133    0.0002076
2678        22  24583750  24629005   2224   2224     152  235812       5.9477   1.3597e-09    0.0011853   0.00054103
83999       22  29073078  29168333   2189   2189     148  235812       3.9628   3.7033e-05     0.000959   0.00033158
150297      22  32149006  32160432    804    804      32  235812       3.5049   0.00022842   0.00028728   0.00015163
80833       22  36140323  36166177    673    673      48  235812       3.1869   0.00071901   0.00036217   0.00015867
8398        22  38111495  38192109   1993   1993     143  235812       3.7019   0.00010698   0.00090829   0.00030208
9582        22  38982399  38992779    881    881      35  235812       3.7365   9.3317e-05   0.00031873   0.00017029
