GENE       CHR      START       STOP  NSNPS  NRARE  NPARAM       N        ZSTAT            P          RSQ      RSQ_ADJ
339456       1    1917589    1919301    487    487      19  372867     -0.29775      0.61705   4.4516e-05            0
85452        1    1921951    2003837   4599   4599     331  372867      -3.2226      0.99936   0.00068206            0
2563         1    2019329    2030753   1113   1113      65  372867   -0.0014207      0.50057    0.0001725            0
5590         1    2050470    2185395   2337   2337     158  372867      0.49263      0.31114   0.00044582   2.2054e-05
199990       1    2184460    2212720   1815   1815     114  372867       1.7241     0.042341   0.00037894   7.3195e-05
6497         1    2228695    2310213   1669   1669     109  372867     -0.70517      0.75965   0.00026361            0
79906        1    2321253    2391751   2910   2910     200  372867       1.1207       0.1312   0.00059685   6.0439e-05
11079        1    2391314    2405444    731    731      29  372867      0.73408      0.23145   9.1764e-05   1.4007e-05
5192         1    2404802    2413780    798    798      53  372867    -0.042745      0.51705   0.00013919            0
9651         1    2415782    2505530   3103   3103     209  372867    -0.023042      0.50919   0.00055748            0
55229        1    2508531    2526628   2348   2348     157  372867      -1.7623      0.96099    0.0003412            0
388585       1    2528745    2530245    383    383      16  372867       1.0903      0.13779   5.9458e-05    1.651e-05
8764         1    2556365    2565622   1161   1161      68  372867       -1.026      0.84754   0.00015054            0
127281       1    2586460    2591469    773    773      53  372867      0.99799      0.15914   0.00016952   2.7418e-05
79258        1    2590639    2633042   2306   2306     156  372867     -0.68813      0.75431   0.00038493            0
100287898    1    2636988    2789665   1067   1067      64  372867     -0.47965      0.68426    0.0001558            0
140625       1    3021482    3022903    443    443      18  372867     0.012472      0.49502   4.6696e-05            0
63976        1    3068227    3438621   2474   2474     183  372867      0.53547      0.29616   0.00051693   2.6166e-05
27237        1    3454583    3481115   1824   1824     137  372867     -0.13833      0.55501   0.00035955            0
1953         1    3487942    3624757   4381   4381     301  372867      0.52745      0.29894   0.00084062   3.3379e-05
127262       1    3624992    3630131    653    653      26  372867      0.79799      0.21244   8.4308e-05   1.4603e-05
49856        1    3630767    3650107   1324   1324      96  372867      -1.5518      0.93965   0.00020247            0
7161         1    3652565    3736201   1743   1743     111  372867      -1.5982        0.945   0.00023676            0
148870       1    3752398    3771645   1418   1418     100  372867      -1.1094      0.86637   0.00022667            0
388588       1    3772761    3775982    193    193       8  372867      0.21767      0.41384   2.2001e-05   5.9605e-07
57470        1    3780220    3796504   1042   1042      62  372867      0.87604       0.1905   0.00019188    2.557e-05
9731         1    3812081    3857387   1964   1964     120  372867      -1.7313       0.9583   0.00025361            0
1677         1    3857143    3885429    753    753      30  372867      -1.9252       0.9729   4.5521e-05            0
339448       1    3889133    3900293    712    712      28  372867      -1.8579      0.96841   4.2429e-05            0
55966        1    4655045    4792534    788    788      31  372867     -0.65983      0.74532   6.8367e-05            0
261734       1    5862808    5992505   3499   3499     245  372867       -1.087      0.86149   0.00059297            0
8514         1    5992298    6101193   2117   2117     149  372867       2.0738     0.019051   0.00050139    0.0001018
26038        1    6101787    6180134   3827   3827     258  372867      -2.2149      0.98662   0.00056408            0
6146         1    6185020    6199619    369    369      15  372867    -0.030515      0.51217   3.8021e-05            0
388591       1    6205775    6221299   1579   1579      83  372867      0.37174      0.35504   0.00023385   1.1206e-05
23463        1    6221193    6235984    592    592      23  372867      -2.2146      0.98661   2.8525e-05            0
390992       1    6244158    6245578    306    306      13  372867       1.7754     0.037913   6.2561e-05   2.7657e-05
387509       1    6247346    6260990   1093   1093      65  372867     -0.40613      0.65768   0.00016049            0
11332        1    6264272    6393766   1661   1661     108  372867     -0.56559      0.71416   0.00026622            0
54626        1    6415232    6424664    504    504      20  372867      -0.4357      0.66847    4.495e-05            0
83715        1    6424776    6460944   1730   1730     112  372867      0.54658      0.29233   0.00032099   2.0623e-05
8718         1    6461151    6466195   1121   1121      66  372867    -0.045119      0.51799   0.00017384            0
57449        1    6466092    6520061   3023   3023     201  372867      -1.0827      0.86054   0.00048126            0
79707        1    6521347    6554598   1146   1146      66  372867      0.94612      0.17204   0.00020582   2.8849e-05
80835        1    6555278    6579757   1076   1076      42  372867       0.2378      0.40602   0.00011675   4.1127e-06
3104         1    6579991    6589280   1179   1179      69  372867      0.70938      0.23904    0.0002064   2.1398e-05
9903         1    6590724    6602898   1166   1166      67  372867     -0.40714      0.65805   0.00016563            0
148479       1    6613696    6624033    566    566      22  372867     -0.39552      0.65377    5.059e-05            0
90326        1    6624865    6635586   1031   1031      40  372867     -0.66205      0.74603   9.0542e-05            0
55735        1    6634168    6701906   1479   1479      80  372867     -0.41604      0.66131   0.00019903            0
23261        1    6785324    7769706   2855   2855     177  372867     -0.62635      0.73446   0.00044208            0
9341         1    7771269    7781432    407    407      17  372867     -0.89402      0.81434   3.1545e-05            0
8863         1    7784380    7845181   2477   2477     161  372867      0.13312      0.44705   0.00043643   4.5896e-06
10911        1    7847612    7913610    415    415      17  372867      0.38703      0.34937   5.0001e-05   4.4703e-06
3604         1    7915871    7943165    585    585      23  372867      0.23303      0.40787    6.417e-05   2.5034e-06
11315        1    7961654    7985283    506    506      20  372867      0.11467      0.45435   5.3792e-05   1.7881e-07
54206        1    8011719    8026333    482    482      19  372867      -1.5301        0.937    2.839e-05            0
50651        1    8318085    8344167   1155   1155      68  372867      0.46931      0.31942   0.00019558   1.3232e-05
473          1    8352404    8817691   3220   3220     235  372867      0.48869      0.31253   0.00065725   2.7001e-05
2023         1    8861000    8879092   1336   1336      74  372867      0.39638      0.34591   0.00020982   1.1384e-05
765          1    8945785    8975092    825    825      32  372867     0.060525      0.47587    8.533e-05            0
155184       1    8960853    9026384   1710   1710     110  372867      -1.6499      0.95052   0.00023261            0
6518         1    9036943    9071704   1139   1139      67  372867      0.23712      0.40628   0.00018532   5.6028e-06
80045        1    9103391    9129170    632    632      25  372867     -0.85756      0.80443   5.0545e-05            0
9563         1    9234776    9271337   1416   1416      99  372867      -1.0857      0.86119     0.000225            0
80176        1    9292882    9369532    532    532      21  372867      -1.6306      0.94851   3.1254e-05            0
84275        1    9539469    9582773    692    692      27  372867      0.59139      0.27713   8.2751e-05   1.0312e-05
199953       1    9588853    9614877   2197   2197     151  372867      0.33245      0.36977   0.00041884   1.3828e-05
5293         1    9629889    9729114   2138   2138     148  372867     -0.61613       0.7311   0.00036747            0
22883        1    9729021    9824526   2055   2055     123  372867      -1.0549      0.85426   0.00028583            0
56998        1    9848276    9910258    221    221       9  372867      0.64777      0.25857   3.0188e-05   6.0201e-06
84328        1    9922110    9943402    917    917      58  372867    -0.021115      0.50842   0.00015316            0
64802        1    9942923    9985501    416    416      17  372867      -0.3454       0.6351   3.8751e-05            0
105376719    1    9996423    9998089    109    109       5  372867      0.48693      0.31315   1.5902e-05   2.5034e-06
116362       1    9997197   10016020    330    330      14  372867      0.78567      0.21603   4.7739e-05   1.0252e-05
10277        1   10032983   10181239   2299   2299     155  372867    -0.072938      0.52907   0.00041049            0
23095        1   10210706   10381603   4768   4768     338  372867       1.3849     0.083038    0.0010046   9.8169e-05
5226         1   10398992   10420511   1242   1242      71  372867      -1.0162      0.84522   0.00015816            0
378708       1   10430102   10442815    728    728      29  372867       1.7205     0.042669   0.00011614   3.8385e-05
100526739    1   10430102   10452003    979    979      38  372867     -0.33646      0.63174   9.2547e-05            0
1325         1   10449719   10452003    251    251      11  372867       0.1415      0.44374   2.9486e-05            0
1676         1   10460531   10472556    880    880      35  372867      0.66887      0.25179   0.00010774   1.3828e-05
5195         1   10474946   10630758   1046   1046      63  372867      0.61693      0.26864   0.00018632   1.7345e-05
54897        1   10636604   10796676   3075   3075     117  372867      -2.3184      0.98979   0.00022656            0
148345       1   10946473   10982037   1303   1303      73  372867       2.9533    0.0015719   0.00030536   0.00010955
23435        1   11012622   11025492    629    629      25  372867      -1.4489      0.92632   4.1829e-05            0
10747        1   11026523   11047239   1371   1371      97  372867       1.8053     0.035517   0.00033146   7.1347e-05
6723         1   11054592   11060034    664    664      26  372867     -0.72828      0.76678   5.5008e-05            0
5394         1   11066613   11099910   2152   2152     128  372867      0.27931         0.39   0.00035359   1.0312e-05
2475         1   11106531   11262557   5189   5189     371  372867      0.34476      0.36514    0.0010186   2.3603e-05
10218        1   11189289   11195981    591    591      23  372867     -0.37307      0.64545   5.3481e-05            0
29914        1   11273198   11296595    394    394      16  372867      0.10042         0.46   4.2641e-05            0
57540        1   11479238   11537583   2399   2399     158  372867      -1.6201      0.94739   0.00034954            0
26232        1   11648361   11654831    697    697      50  372867       1.6584      0.04862   0.00018148   4.7386e-05
93611        1   11654375   11663327    523    523      20  372867     -0.66828      0.74802    4.153e-05            0
26270        1   11664093   11674354    532    532      21  372867      -1.7785      0.96234   2.9563e-05            0
10459        1   11674480   11691788    686    686      27  372867     -0.11972      0.54765   6.8333e-05            0
374946       1   11686647   11720612    652    652      26  372867      0.78435      0.21642   8.4009e-05   1.4246e-05
57085        1   11735474   11750771    536    536      21  372867       -0.391       0.6521   4.8144e-05            0
284498       1   11762183   11789585   2317   2317     155  372867      0.34795      0.36394   0.00043052   1.4842e-05
4524         1   11785730   11806103   1880   1880     118  372867      0.43389      0.33219   0.00033284   1.6332e-05
1185         1   11806096   11843144   2163   2163     151  372867      -1.9041      0.97155   0.00032104            0
4878         1   11845709   11847783    299    299      12  372867       1.1927       0.1165   4.8203e-05   1.6034e-05
4879         1   11857464   11858935    354    354      15  372867    -0.090888      0.53621    3.717e-05            0
90231        1   11919588   11926428    810    810      32  372867      -1.0833      0.86066   6.3127e-05            0
5351         1   11934667   11975542   1961   1961     120  372867     0.077148      0.46925   0.00032325   1.4305e-06
9927         1   11980181   12013515   1416   1416     100  372867      0.56364       0.2865   0.00028827   2.0146e-05
60672        1   12019242   12032049    943    943      57  372867       2.2115     0.013501     0.000223   7.0155e-05
943          1   12063330   12144207   1359   1359      75  372867      -1.2714      0.89821   0.00016065            0
7133         1   12166949   12209222   1016   1016      62  372867     -0.42339        0.664   0.00015225            0
55187        1   12230039   12512047   6685   6685     477  372867      0.71377      0.23768    0.0013374   5.8234e-05
9249         1   12567910   12618361    741    741      29  372867      -1.0364         0.85   5.6983e-05            0
343066       1   12644547   12667086    572    572      22  372867      0.40543      0.34258   6.4605e-05   5.6028e-06
126767       1   12716115   12728759    498    498      19  372867      0.44166      0.32937   5.6684e-05    5.722e-06
93190        1   12746186   12761169    395    395      16  372867     -0.35539      0.63885     3.61e-05            0
390999       1   12763223   12777906    633    633      25  372867      -2.0033      0.97743   3.4661e-05            0
65121        1   12791397   12796628    840    840      52  372867       1.6487     0.049601   0.00018741   4.7922e-05
440560       1   12824380   12831410    735    735      28  372867      0.67356      0.25029   8.7465e-05   1.2398e-05
343069       1   12847377   12848756    292    292      12  372867      0.95963      0.16862   4.4302e-05   1.2159e-05
65122        1   12857086   12861909    711    711      25  372867       1.3998      0.08078   9.5008e-05   2.8014e-05
400735       1   12879212   12886201    674    674      48  372867       -1.357      0.91261   9.4792e-05            0
343071       1   12892896   12898270    456    456      18  372867      -1.0505      0.85326   3.1868e-05            0
441871       1   12916647   12920480    206    206       9  372867     -0.15723      0.56247   2.0708e-05            0
440561       1   12938472   12947580    305    305      12  372867      0.12168      0.45158   3.1987e-05            0
653606       1   13005048   13005624    126    126       6  372867      0.61078      0.27067   2.0324e-05   4.1723e-06
101929983    1   13049808   13053659    528    528      21  372867      -1.1002      0.86438    3.787e-05            0
441873       1   13073678   13078038     57     57       3  372867      0.96917      0.16623   1.3617e-05   5.5432e-06
440563       1   13115488   13116854    328    328      14  372867       1.4267     0.076839   5.9236e-05   2.1696e-05
343070       1   13175281   13179132     78     78       4  372867       1.6544     0.049023   2.5573e-05   1.4842e-05
391003       1   13222695   13226154    243    243      10  372867     -0.68676      0.75388   1.7956e-05            0
343068       1   13254198   13263435    296    296      12  372867       1.1568      0.12367   4.7589e-05   1.5438e-05
391002       1   13281304   13285137    208    208       9  372867      -0.9419      0.82688   1.3636e-05            0
653619       1   13315581   13322595    547    547      21  372867     -0.24271      0.59589   5.0508e-05            0
729528       1   13341892   13347134    679    679      26  372867      -1.2726      0.89842   4.6508e-05            0
645414       1   13368431   13371947    508    508      20  372867      0.98873       0.1614   7.0092e-05   1.6451e-05
391004       1   13389632   13392629    613    613      24  372867       1.0784      0.14043   8.4425e-05   2.0027e-05
645425       1   13410450   13421354    597    597      23  372867      0.25063      0.40105     6.45e-05    2.861e-06
126755       1   13474977   13513781    361    361      15  372867     -0.84127       0.7999   2.7647e-05            0
10630        1   13583757   13617957    871    871      56  372867      0.65878      0.25502   0.00016775   1.7583e-05
7799         1   13700240   13825079   2480   2480     161  372867      0.74476      0.22821   0.00046675   3.4988e-05
23254        1   13893515   15118048   3026   3026     204  372867      0.51197      0.30434   0.00057347   2.6405e-05
55092        1   15152532   15220478    526    526      21  372867      0.22844      0.40965   5.8533e-05   2.2054e-06
727684       1   15164196   15171624    195    195       8  372867      0.92975      0.17625   3.0773e-05   9.2983e-06
114827       1   15236602   15400283   3092   3092     208  372867       1.1045      0.13469   0.00061854   6.0737e-05
79180        1   15409895   15430343    436    436      18  372867       1.0518      0.14645   6.5084e-05   1.6868e-05
11330        1   15438442   15449247    651    651      26  372867      0.84006      0.20044   8.5236e-05   1.5497e-05
63036        1   15456728   15472091    714    714      28  372867     -0.90466      0.81718   5.6841e-05            0
51032        1   15476101   15491400    702    702      28  372867     -0.32159      0.62612   6.7133e-05            0
842          1   15491401   15526529   1324   1324      96  372867       1.0384      0.14953   0.00029606   3.8564e-05
23341        1   15526813   15571733   1254   1254      72  372867      -0.9528      0.82965   0.00016242            0
79814        1   15571699   15585110    728    728      29  372867      0.42815      0.33427   8.4953e-05   7.2122e-06
84301        1   15617458   15661057   1079   1079      42  372867      0.43132      0.33312    0.0001217   9.0599e-06
6248         1   15659869   15661722    430    430      18  372867       0.4969      0.30963   5.4767e-05   6.4373e-06
23207        1   15684267   15734769   2106   2106     126  372867      0.81581       0.2073   0.00037196   3.4034e-05
284723       1   15735088   15741392    574    574      22  372867      0.40133      0.34409   6.4527e-05   5.5432e-06
388595       1   15742492   15747797    683    683      27  372867     0.013892      0.49446   7.0903e-05            0
54751        1   15756171   15786589    753    753      30  372867     0.027797      0.48891   7.9249e-05            0
440567       1   15807162   15807699    127    127       6  372867      0.11393      0.45465   1.5355e-05            0
23013        1   15847864   15940455   3572   3572     245  372867     0.073291      0.47079   0.00065964   2.6226e-06
7709         1   15941869   15976132   1235   1235      70  372867      -1.2193      0.88864   0.00015008            0
149563       1   16004236   16006695    272    272      11  372867     -0.27465      0.60821   2.4535e-05            0
27129        1   16014028   16018796    616    616      24  372867    -0.057395      0.52288   6.1544e-05            0
1187         1   16021991   16034050   1822   1822     114  372867      -1.7865      0.96299   0.00023745            0
1188         1   16043736   16057326   1937   1937     119  372867      -1.1099      0.86647   0.00027377            0
348487       1   16057769   16073632    701    701      28  372867       1.8932     0.029165   0.00011743   4.2319e-05
1969         1   16124337   16156087   1903   1903     119  372867    -0.050244      0.52004    0.0003153            0
128272       1   16197856   16212671   1450   1450      55  372867     -0.89098      0.81353   0.00012224            0
79363        1   16231687   16237452    531    531      21  372867      -1.9427      0.97398   2.7763e-05            0
54455        1   16246840   16352491    852    852      34  372867     0.043014      0.48285   9.0348e-05            0
26099        1   16367030   16398148    394    394      16  372867     -0.96098      0.83172    2.851e-05            0
374955       1   16387117   16437842   1726   1726      89  372867      0.89358      0.18577   0.00027018   3.1531e-05
55707        1   16440672   16460090    691    691      27  372867      -1.7388      0.95897   4.2024e-05            0
55672        1   16562427   16613605    760    760      30  372867      0.59688      0.27529   9.1559e-05   1.1086e-05
11223        1   16754634   16764480    760    760      30  372867      0.34083      0.36662   8.5874e-05    5.424e-06
9696         1   16895707   16972979   4614   4614     332  372867      -2.3885      0.99154   0.00073383            0
4237         1   16974500   16981643    550    550      21  372867     -0.24873      0.59821    5.041e-05            0
23400        1   16985958   17011972   2482   2482     163  372867     -0.27786      0.60944   0.00042209            0
6390         1   17018722   17054170    657    657      26  372867     -0.79049      0.78538   5.3986e-05            0
11240        1   17066761   17119453   1503   1503      81  372867     -0.29643      0.61655   0.00020554            0
29943        1   17205123   17246006   1590   1590     107  372867     -0.68644      0.75378   0.00025919            0
51702        1   17249082   17284233   1403   1403      77  372867      -0.5648       0.7139   0.00018659            0
23569        1   17308195   17364004   1505   1505      81  372867       1.1551      0.12402   0.00025711   3.9876e-05
353238       1   17372196   17401699   1765   1765     113  372867     -0.87163      0.80829    0.0002676            0
55920        1   17406755   17439754   1247   1247      71  372867       1.1718      0.12064   0.00022836   3.7968e-05
55160        1   17520197   17697875   3070   3070     207  372867     -0.77719      0.78148   0.00051213            0
81569        1   17712000   17827063    435    435      18  372867       -1.434      0.92421   2.7431e-05            0
84966        1   18107746   18378484   1123   1123      66  372867     0.017958      0.49284   0.00017577            0
127707       1   18480930   18485999    911    911      36  372867      -1.1403      0.87291   7.1367e-05            0
5081         1   18631006   18748866   1123   1123      66  372867       -1.664      0.95194   0.00012908            0
80834        1   18839599   18859661   1101   1101      43  372867       0.2485      0.40187   0.00011978   4.4703e-06
8659         1   18871430   18902799   1655   1655      86  372867      0.40959      0.34105    0.0002435   1.2815e-05
126917       1   18904280   18956667    929    929      36  372867     -0.83434      0.79796   7.7209e-05            0
23352        1   19074506   19210319   8679   8679     619  372867      0.63487      0.26276    0.0017189    5.883e-05
23065        1   19215664   19251559   1894   1894     118  372867      -0.8088      0.79069   0.00028263            0
51154        1   19251581   19260128    663    663      26  372867     -0.93009      0.82384   5.1742e-05            0
22977        1   19274325   19289346    809    809      32  372867      -1.3265      0.90766   5.8977e-05            0
8574         1   19302708   19312146    787    787      31  372867     0.055066      0.47804   8.2513e-05            0
54896        1   19312246   19332431    785    785      31  372867      -0.7053      0.75969   6.7527e-05            0
832          1   19338773   19485641   1214   1214      70  372867      -1.0463      0.85229   0.00015486            0
440574       1   19596977   19629821    534    534      21  372867      -1.1152      0.86761   3.7671e-05            0
100532736    1   19596977   19658456   1646   1646     107  372867     -0.71183      0.76171   0.00025826            0
4681         1   19643229   19658456   1106   1106      65  372867     -0.37887      0.64761   0.00016128            0
3362         1   19665287   19680966    606    606      24  372867     -0.96328       0.8323   4.6595e-05            0
255104       1   19682213   19800353   1262   1262      71  372867     -0.83301      0.79758   0.00016338            0
54546        1   19814029   19815278    296    296      12  372867      0.17311      0.43128   3.2668e-05   4.7684e-07
23252        1   19881702   19912945    894    894      57  372867         1.81     0.035145   0.00020857    5.573e-05
30814        1   19920307   19923617    326    326      14  372867     -0.35098       0.6372    3.115e-05            0
5320         1   19975431   19980439    332    332      14  372867      0.76286      0.22277   4.7359e-05   9.8348e-06
5322         1   20028339   20091901    598    598      23  372867      0.32817      0.37139   6.5968e-05   4.2915e-06
26279        1   20112650   20119566    380    380      16  372867      -1.2762      0.89906   2.5031e-05            0
64600        1   20139326   20150386    511    511      20  372867      -1.2888      0.90127   3.3281e-05            0
105376824    1   20163076   20163980     29     29       2  372867     -0.61634      0.73117   1.6795e-06            0
391013       1   20163991   20175194    205    205       9  372867     -0.95163      0.82936   1.3561e-05            0
127733       1   20183302   20196048    252    252      11  372867      -1.3052      0.90409   1.4773e-05            0
127731       1   20290907   20360221   2381   2381     159  372867      -2.5359      0.99439   0.00031488            0
55450        1   20482391   20486235    165    165       7  372867      0.68706      0.24602   2.4388e-05   5.6028e-06
79594        1   20499448   20508181    519    519      20  372867       1.1622      0.12258   7.3669e-05   2.0027e-05
163933       1   20552439   20555020    395    395      16  372867     -0.71274        0.762   3.1473e-05            0
978          1   20588951   20618908    302    302      13  372867      0.34267      0.36592   3.7851e-05   3.0398e-06
65018        1   20633455   20651511   1009   1009      62  372867      0.78514      0.21619   0.00018891    2.265e-05
1650         1   20651767   20661544   1069   1069      64  372867     -0.15546      0.56177   0.00016521            0
57576        1   20661643   20718017   2025   2025      77  372867      0.52857      0.29855   0.00022273   1.6272e-05
400745       1   20719731   20732640    922    922      58  372867   -0.0081712      0.50326   0.00015353            0
50809        1   20742677   20787310   1080   1080      65  372867      -1.2217      0.88908   0.00013803            0
8672         1   20806292   21177320   2644   2644     189  372867     -0.70848      0.76068   0.00046913            0
1889         1   21217247   21345541   1934   1934     120  372867      -0.1785      0.57083   0.00031271            0
84224        1   21435318   21484900   1295   1295      72  372867      0.49368      0.31077   0.00020755   1.4424e-05
249          1   21508982   21578412   1179   1179      69  372867     -0.63532      0.73739   0.00016408            0
5909         1   21596215   21669375   2235   2235     153  372867      0.82136      0.20572   0.00044819   3.7909e-05
84196        1   21678298   21783199   2177   2177     129  372867      0.96337      0.16768   0.00038723   4.1246e-05
401944       1   21812265   21825221   1063   1063      64  372867      0.38045       0.3518   0.00018159    9.954e-06
3339         1   21822232   21937297   9107   9107     658  372867      -1.7869      0.96303     0.001595            0
23436        1   21976925   21998642    762    762      30  372867      0.31199      0.37752   8.5249e-05   4.7684e-06
10136        1   22001656   22012542    689    689      27  372867       1.5384     0.061971   0.00010488   3.2425e-05
998          1   22052627   22092943    630    630      25  372867     -0.15735      0.56252   6.2376e-05            0
54361        1   22117305   22143981    673    673      49  372867      0.38759      0.34916   0.00014011   8.7023e-06
9923         1   22428838   22531157   1768   1768     113  372867      0.93325      0.17534   0.00034034   3.7313e-05
2046         1   22563508   22603594   1924   1924     141  372867       1.2606      0.10373   0.00043585   5.7697e-05
712          1   22636625   22639682    318    318      13  372867      0.72347       0.2347   4.3643e-05   8.8215e-06
714          1   22643625   22648110    414    414      17  372867      0.35028      0.36306    4.939e-05   3.7551e-06
713          1   22653179   22661552    307    307      13  372867       0.8185      0.20654   4.5174e-05   1.0312e-05
2048         1   22710770   22915330   1726   1726      89  372867     -0.99954      0.84123   0.00020306            0
646262       1   22953043   22972316    924    924      58  372867      0.40063      0.34435   0.00016555    9.954e-06
729059       1   23010834   23015850    227    227      10  372867      -1.1724      0.87949   1.3867e-05            0
23028        1   23019443   23083691   1603   1603      85  372867      0.26025      0.39733   0.00023536    7.391e-06
7798         1   23084023   23177808    897    897      57  372867       1.4194     0.077891   0.00019513    4.226e-05
3352         1   23191895   23194729    372    372      15  372867     -0.15532      0.56171   3.6277e-05            0
10236        1   23304688   23344650    850    850      33  372867     -0.17188      0.56823   8.3075e-05            0
80818        1   23359448   23369864    542    542      21  372867     -0.20139       0.5798    5.118e-05            0
6920         1   23380909   23424779    940    940      59  372867       1.3689     0.085521   0.00019948   4.1246e-05
55616        1   23428563   23484567   1994   1994     143  372867     -0.17132      0.56801   0.00037404            0
1870         1   23505974   23531250    779    779      31  372867       0.2673      0.39462   8.7061e-05   3.9339e-06
3399         1   23557930   23559794    356    356      15  372867      0.88735      0.18745    5.259e-05   1.2338e-05
6135         1   23691779   23696425    437    437      18  372867     -0.89009      0.81329   3.3863e-05            0
6924         1   23743366   23762059   1069   1069      64  372867     -0.25432      0.60037   0.00016231            0
57095        1   23778386   23788232    547    547      21  372867      -2.0605      0.98033    2.652e-05            0
11313        1   23790785   23795539    641    641      25  372867      0.59977      0.27433   7.7116e-05   1.0073e-05
2582         1   23795599   23800804    769    769      52  372867      -1.8435      0.96737   9.3513e-05            0
3155         1   23801877   23825459    685    685      27  372867      -1.8627      0.96875    4.036e-05            0
2517         1   23845077   23868369    864    864      54  372867      0.63751       0.2619   0.00016141    1.657e-05
1269         1   23873463   23913327    287    287      12  372867     -0.71443      0.76252   2.2219e-05            0
55629        1   23959811   23963462    161    161       7  372867       1.8803     0.030031   4.1586e-05   2.2769e-05
