gene,coefficient
gene_53833,0.00704414351121008
gene_7399,0.007035109246532299
gene_1525,0.006978404467119096
gene_26256,0.006910718129747125
gene_1265,0.006820581222675421
gene_105374089,0.006689814204921154
gene_1468,0.00665569328094429
gene_148979,0.006637390302884895
gene_4430,0.006540561923785522
gene_78989,0.006493492499781989
gene_8029,0.00642618039727112
gene_146325,0.006419064401749594
gene_319,0.006381779315922652
gene_128025,0.006360428648604794
gene_83605,0.006281856902654169
gene_400746,0.006273758595355558
gene_151827,0.006259432607271817
gene_59344,0.006233369029682231
gene_5470,0.006149208452093007
gene_51490,0.006132248718148709
gene_51201,0.006024976125412141
gene_283987,0.0059223086247642475
gene_166752,0.005889309523173805
gene_22994,0.005866161997382155
gene_140893,0.005677277000304663
gene_23178,0.005665442345048997
gene_5818,0.005621139162789849
gene_148109,0.005566316233910618
gene_6696,0.005564658298627479
gene_10990,0.005328140397567738
gene_79747,0.005320683758985249
gene_79834,0.005255948555479284
gene_101927376,0.005224797366578392
gene_2232,0.00517470430446358
gene_5393,0.0050739227844687085
gene_5471,0.005057076071949671
gene_162966,0.005021125529478736
gene_390437,0.004968723485930834
gene_64711,0.004761472337005394
gene_140894,0.004682135236332401
gene_55501,0.0045691912695679324
gene_389152,0.004492452453400398
gene_84899,0.004451998075169713
gene_25839,0.00437876178834361
gene_1102,0.004350747144409575
gene_79738,0.004314571529650313
gene_84690,0.0042921203576508984
gene_101060181,0.004278565232410687
gene_90459,0.004274835652947694
gene_57469,0.004213951990573387
gene_341947,0.0038468177578178738
gene_93664,0.003790903927218442
gene_143689,0.003770644081976133
gene_9025,0.0037374400341296764
gene_54820,0.0036478941934696336
gene_26012,0.0036012120696386706
gene_23214,0.0035647276161169554
gene_2678,0.003546406739489439
gene_11346,0.0035009947107311843
gene_768206,0.0034468678456468517
gene_114757,0.0034468678456468517
gene_1950,0.003397943432312608
gene_460,0.0033050508399959672
gene_1310,0.0032510631041290333
gene_144455,0.0032485533084490774
gene_127534,0.00322536694429316
gene_4967,0.0031446087593264616
gene_140807,0.003084906394320822
gene_85290,0.0030677964513663326
gene_6208,0.00294152141643677
gene_6920,0.0029062429193180512
gene_3575,0.0027545386713550882
gene_728597,0.0026635190672311673
gene_126432,0.002597663639054513
gene_55653,0.002469753779572267
gene_11174,0.0024587620460212157
gene_147658,0.002426244759323355
gene_91010,0.0023455271565096356
gene_219293,0.0023446135034633432
gene_51163,0.0022982149490618736
gene_154007,0.0021244168554005603
gene_374454,0.0020883712467652162
gene_9582,0.0020540082734921755
gene_60672,0.0020299770880982467
gene_5005,0.002019708376700199
gene_56134,0.002018307552487948
gene_100293704,0.002009237569315194
gene_90417,0.0017553061217141857
gene_79844,0.00167411521167244
gene_390264,0.0016640583772924672
gene_2867,0.0016193168781859682
gene_285941,0.0015652418389531467
gene_2585,0.0014474717533732853
gene_6708,0.0013757258174459215
gene_56957,0.0013501774534677186
gene_339175,0.0011488167482796936
gene_11314,0.0011229996695735834
gene_80709,0.001005396666844478
gene_8325,0.0009705393495600239
gene_4584,0.0009290505941830739
gene_23051,0.0008399793351484633
gene_3488,0.000716441322856984
gene_55325,0.0006897396147953389
gene_64078,0.0006607996524877703
gene_9420,0.0006352651758345318
gene_125336,0.0006342643772301945
gene_5981,0.0006324031732651666
gene_56704,0.0006018050186030749
gene_5609,0.0005760463736747802
gene_6703,0.00039569101311577934
gene_9829,0.0003439979346493891
gene_347688,0.00032363684554823606
gene_54468,0.00026392375242972313
gene_83547,0.00020129678420007725
gene_366,3.6271895592983474e-05
gene_54331,2.046953713833725e-05
gene_100526772,0.0
gene_101929163,0.0
gene_55815,-2.5154622358771685e-06
gene_2268,-3.1000575510064964e-06
gene_342931,-5.7452617349975006e-05
gene_124773,-0.000147110180322105
gene_5675,-0.0002458074821901005
gene_80144,-0.00031405736590105345
gene_343068,-0.00031562728698933813
gene_390265,-0.00039711126456997944
gene_670,-0.0003999448823087327
gene_2687,-0.0005490636039998022
gene_491,-0.0005494614615270037
gene_64579,-0.0006149070874827106
gene_83755,-0.0006238512624352714
gene_400818,-0.0006429230778470353
gene_1028,-0.0008508027178820956
gene_22807,-0.0008801437277864211
gene_57602,-0.0009387795747401622
gene_10235,-0.0009704541562136781
gene_8019,-0.0009847277151121903
gene_387715,-0.0010271270628434382
gene_65083,-0.0011000457544800594
gene_8574,-0.0011194096473020156
gene_646000,-0.00118132069599702
gene_255631,-0.001287809963411284
gene_56244,-0.0013666390138272937
gene_63976,-0.001530792439950951
gene_6652,-0.0015357393524389358
gene_313,-0.0015608181260516043
gene_3098,-0.001578351274604949
gene_50511,-0.0015906027853028002
gene_10202,-0.0016069340025458892
gene_327657,-0.0017192579296242303
gene_2184,-0.0020295233494677274
gene_84765,-0.002053817575251025
gene_4065,-0.0020708190106804897
gene_731,-0.002103855008465099
gene_4644,-0.002266600805295797
gene_100132403,-0.0023401504060234215
gene_100861540,-0.002387478349698176
gene_10914,-0.002449789695806414
gene_2775,-0.0025352983006605417
gene_2267,-0.002553600175008029
gene_663,-0.002584510327238604
gene_10555,-0.002605455256173051
gene_79085,-0.002645209909572867
gene_54893,-0.002686772553339589
gene_8880,-0.0026924135013692485
gene_55612,-0.00277670580424817
gene_10232,-0.0027836836031293155
gene_3396,-0.0027972803540027825
gene_8737,-0.002857947656322015
gene_7353,-0.0030031372281090454
gene_23335,-0.0030293286533806083
gene_79840,-0.0030389877966202185
gene_200958,-0.0030973925824115227
gene_9725,-0.0030979678186987144
gene_11140,-0.003101416931232854
gene_83887,-0.0031091543429178645
gene_166336,-0.003137982077184863
gene_221935,-0.003158311088839579
gene_51659,-0.003233533167986412
gene_113510,-0.003251116617679742
gene_29028,-0.00326375550442061
gene_26469,-0.0033293251275366155
gene_169611,-0.0033791853222467326
gene_80095,-0.00338008413436941
gene_55361,-0.0034336036288403577
gene_83999,-0.003483523579520252
gene_6579,-0.0035910975918532323
gene_10538,-0.0037630510253458867
gene_9482,-0.0037950863425846174
gene_196374,-0.003834803011935866
gene_85319,-0.0038415518302332887
gene_647042,-0.0038892158837499366
gene_6125,-0.0038897394891205944
gene_51326,-0.003933040565442171
gene_5900,-0.003960011397808357
gene_1359,-0.004011630204763986
gene_25929,-0.004191965660612325
gene_166968,-0.004230587016279034
gene_6193,-0.004459642388312542
gene_4223,-0.004471536001883988
gene_254783,-0.004565158132970638
gene_642587,-0.004759145247868399
gene_6196,-0.004786175887740338
gene_64968,-0.004797295266641176
gene_26121,-0.004809400029175753
gene_3805,-0.004819769374246688
gene_23521,-0.004825411336148128
gene_613,-0.004934930399270582
gene_400713,-0.0049567026204779705
gene_81788,-0.005030837370441305
gene_5510,-0.005044090870601749
gene_317703,-0.005229410096873453
gene_486,-0.005400088503878776
gene_113835,-0.005477130994058221
gene_112714,-0.005491430552595629
gene_26011,-0.005555541890664243
gene_25759,-0.005561948628070687
gene_4010,-0.005756018910689462
gene_752014,-0.005829730024439106
gene_147007,-0.0059638692816739265
gene_89944,-0.006050430168150847
gene_9971,-0.006106488922841877
gene_93099,-0.006200290048817746
gene_1763,-0.006294508730950563
gene_404203,-0.006373804637433742
gene_25855,-0.006411335762623722
gene_653808,-0.0064927442020820125
gene_3071,-0.006571017107807671
gene_4299,-0.006950420815702855
gene_7673,-0.0069658970068747035
gene_5034,-0.006977158547068651
gene_7410,-0.007007455247395948
gene_3113,-0.007100917264817868
gene_7574,-0.007506458225421304
gene_64773,-0.007538550167678257
gene_79825,-0.0075829736499577974
gene_245973,-0.007624588886396213
gene_63922,-0.007723344678338466
gene_7013,-0.007730821579697449
gene_7507,-0.007734009171177334
gene_22931,-0.007810260105051632
gene_79295,-0.007829693046039279
gene_10288,-0.007847530527481694
gene_727684,-0.00798997451692988
gene_64326,-0.008049132661513072
gene_55809,-0.00809477432891045
gene_145497,-0.00817940434490918
gene_100506742,-0.008186784498178066
gene_151531,-0.008196883839446107
gene_101928841,-0.008243468034202697
gene_392275,-0.008255108717522906
gene_64288,-0.008328976837319596
gene_130162,-0.00835422935861015
gene_55037,-0.008453046540680836
gene_81559,-0.008576438766640253
gene_9211,-0.008667710766122692
gene_100506012,-0.008860178790018065
gene_5424,-0.008877482849436548
gene_221692,-0.009286470747876944
gene_201626,-0.009303042781798462
gene_8798,-0.009428002025100968
gene_4013,-0.009451224951198626
gene_339390,-0.009496299552632769
gene_344805,-0.009514527172991163
gene_93659,-0.009526268909680499
gene_7179,-0.009676951968321405
gene_84909,-0.009724715486638997
gene_4481,-0.009835330120780184
gene_79568,-0.009970307825263649
gene_9687,-0.01004497426861584
gene_83659,-0.010086916417725252
gene_56658,-0.010100460194735438
gene_5428,-0.010162701062630546
gene_79054,-0.01018823646103668
gene_9410,-0.010238875743673943
gene_80833,-0.010274405349085589
gene_389125,-0.01037262568877056
gene_51000,-0.010441515670201998
gene_146861,-0.010453221725328638
gene_84449,-0.010502774508326868
gene_254042,-0.010564347451987232
gene_2324,-0.010607268418041549
gene_196385,-0.010621064265990434
gene_23473,-0.010790417625030744
gene_85409,-0.010891132608741918
gene_7077,-0.011073085321672397
gene_6351,-0.01108706734906818
gene_390937,-0.01115269308076631
gene_26024,-0.011235844898435323
gene_79582,-0.011277320546745209
gene_51023,-0.01146795911306859
gene_56904,-0.011501782730379868
gene_6832,-0.011548890423268187
gene_256764,-0.01163938492971349
gene_348932,-0.012111246029599572
gene_116969,-0.01241375614240555
gene_1663,-0.012487072340003652
gene_10207,-0.0126448745384574
gene_136853,-0.012657476963399673
gene_54849,-0.012724525583712717
gene_548644,-0.01276770783975197
gene_9709,-0.01280100081020014
gene_84807,-0.01280294034906678
gene_56978,-0.012878871631144784
gene_285525,-0.01295287247519864
gene_51744,-0.013143559454207043
gene_23143,-0.013216791120887668
gene_5753,-0.01342614443000977
gene_7576,-0.013540222005454962
gene_27131,-0.01392750374144307
gene_343173,-0.014245168186315212
gene_10198,-0.014517568618253611
gene_54763,-0.014652308501270854
gene_92675,-0.014842656769999928
gene_54662,-0.014973978083794318
gene_90523,-0.015383108187049232
gene_344,-0.015606441060642589
gene_55200,-0.01603977994052372
gene_149111,-0.016135164084942644
gene_157983,-0.016561392244397715
gene_105379411,-0.016984877516012555
gene_254187,-0.017358474840139398
gene_401994,-0.01767379058150066
gene_1041,-0.018836729377284336
gene_7177,-0.018929771214914227
gene_140683,-0.019717911377114195
gene_7253,-0.02029227184644759
gene_3123,-0.021290984148711726
gene_171568,-0.02228769592855223
gene_27115,-0.025889341468907284
gene_64333,-0.027219821615653818
gene_201158,-0.07272185794358514
