gene,coefficient
gene_1559,0.00680573411971646
gene_26256,0.006790715299044348
gene_23178,0.0065254121945007276
gene_4430,0.006384022101727167
gene_150297,0.0063252388794885735
gene_5470,0.00632311753873027
gene_78989,0.0063222487343111405
gene_7399,0.006274852067057383
gene_400746,0.006223055961888461
gene_83605,0.006160568412212532
gene_162966,0.006106341999779568
gene_59344,0.006100290325002631
gene_148979,0.006002307326157648
gene_146325,0.005968957303155304
gene_319,0.005948057996358934
gene_128025,0.005910215378587138
gene_151827,0.005789848970545588
gene_79747,0.005728909599589094
gene_51490,0.005706711452117925
gene_6696,0.005686527693008268
gene_389152,0.00562453625017096
gene_148109,0.005545989818918517
gene_10537,0.0055253413135995105
gene_79834,0.005513627710475087
gene_22994,0.005377821549892933
gene_10990,0.005334954321584097
gene_25839,0.005248333948477702
gene_5393,0.005235639061471217
gene_5818,0.005151043903818006
gene_5471,0.005139428958817393
gene_166752,0.005033722336839572
gene_2678,0.004945041928251653
gene_101927376,0.004761169511221798
gene_390437,0.004744264232807898
gene_140893,0.004689063986092273
gene_101060181,0.004555428806362915
gene_283987,0.004552877580833543
gene_2232,0.004546442909159582
gene_140894,0.0043113741310359804
gene_84690,0.004283628512251161
gene_55501,0.00412731733565453
gene_57469,0.004021859934504035
gene_144455,0.003991709323717602
gene_64711,0.0038533451911848147
gene_768206,0.0038452178835313355
gene_114757,0.0038452178835313355
gene_93664,0.0037578657589749593
gene_143689,0.0036339479136153732
gene_140807,0.0036149448194658282
gene_79738,0.0036015255407602616
gene_1102,0.003594894415403601
gene_84899,0.0035924022186064287
gene_6208,0.003533923468783757
gene_9025,0.0035234511515123664
gene_11346,0.003522034635223181
gene_85290,0.0033168541756961882
gene_51163,0.0032236833831838247
gene_127534,0.003221432770686444
gene_3575,0.0032207768130820785
gene_90459,0.003081734055415361
gene_23214,0.003076492781815224
gene_26012,0.002939044721819549
gene_1310,0.002882654847278892
gene_11174,0.0028613777653722864
gene_460,0.0028506553767615305
gene_1950,0.0028243085661536025
gene_6920,0.002759096374477728
gene_60672,0.0025646442607062847
gene_11314,0.002431182748844445
gene_147658,0.0023538248785981643
gene_4967,0.002291849361388068
gene_54820,0.0022600215799412947
gene_219293,0.0022100970085623846
gene_341947,0.0022062469095973747
gene_100293704,0.0021269667073117097
gene_9582,0.002109356138863028
gene_285941,0.002088405254693625
gene_154007,0.0019876269851508708
gene_728597,0.0019859581113531415
gene_56134,0.0019753112920201195
gene_2867,0.0019491083836959994
gene_55325,0.0018220248934764554
gene_2585,0.0018092942968658257
gene_374454,0.0017878232175390126
gene_55653,0.0015045927181297997
gene_56957,0.0014679737992757656
gene_5005,0.0014515998629028094
gene_6708,0.0013018978425804611
gene_390264,0.0012222237972517936
gene_3488,0.0012052004054952552
gene_126432,0.0012014362482967264
gene_79844,0.001130813028359028
gene_4584,0.0011300759022716267
gene_125336,0.0010458956380348713
gene_8325,0.0010305087758111316
gene_55815,0.000942133972297641
gene_5981,0.0008792919192192159
gene_9829,0.0007787265030278097
gene_91010,0.0007335680388207642
gene_80709,0.0007057781903902152
gene_56704,0.0006688690740319219
gene_54468,0.0005669870287774319
gene_64078,0.00037491118945732777
gene_347688,0.00032483053372581215
gene_366,0.0002970341177253408
gene_80144,0.0002809341942882782
gene_90417,0.00019969630985659076
gene_342931,0.00014643331405411335
gene_5609,0.00010458874000811641
gene_2268,8.790982643644744e-05
gene_100526772,3.8343726453676325e-09
gene_670,2.7373359762792695e-09
gene_101929163,0.0
gene_65083,-7.364862926457594e-05
gene_339175,-8.464846792579156e-05
gene_390265,-0.0002490359835682331
gene_23051,-0.0003195233995513773
gene_9420,-0.0003367033739610945
gene_83547,-0.00041514844652251504
gene_6703,-0.0004736445510156241
gene_491,-0.0005415477343426515
gene_83755,-0.0005445790299552645
gene_64579,-0.0005806418361495363
gene_400818,-0.0006039851792353938
gene_343068,-0.0006585486292081131
gene_255631,-0.0006921161797325603
gene_2687,-0.0007918288384294392
gene_57602,-0.0008371416342975262
gene_387715,-0.0008803592132873817
gene_327657,-0.0009575675902974911
gene_8574,-0.0010209755728735484
gene_54331,-0.0010617538776222745
gene_3098,-0.0010973963524577434
gene_22807,-0.00123465757837556
gene_1028,-0.0012957147388082501
gene_6652,-0.0013428572595444808
gene_646000,-0.001368473772721384
gene_647042,-0.0014986668723843898
gene_5675,-0.0015704261175831895
gene_8019,-0.0017577510246327044
gene_10235,-0.00179245017984701
gene_10202,-0.0017977556304038867
gene_63976,-0.0019184596585678985
gene_313,-0.0019221053706983098
gene_55612,-0.002012536197179018
gene_50511,-0.0020867570189599173
gene_124773,-0.002086944080334446
gene_2184,-0.002264349833765062
gene_100132403,-0.002281085411970978
gene_663,-0.002321104027989982
gene_4065,-0.002361537900740918
gene_10555,-0.002378115004810316
gene_4644,-0.002511805702669513
gene_166336,-0.0026775951484678596
gene_54893,-0.0026836717222504434
gene_8880,-0.0026881866246160056
gene_221935,-0.0026905819329230392
gene_200958,-0.0027157772042304008
gene_10914,-0.0027170073594275554
gene_731,-0.0027262952768572
gene_2267,-0.0027539386671041667
gene_84765,-0.002782805342472125
gene_3396,-0.0028710289454472104
gene_51659,-0.0029016374499020304
gene_2775,-0.0029267374976791613
gene_8737,-0.002951467938908531
gene_10232,-0.0029634352842105153
gene_79085,-0.0029755188664697912
gene_9725,-0.0030129717261809267
gene_23335,-0.0030599310721561657
gene_79840,-0.003068577789320278
gene_100861540,-0.0031603017332468746
gene_80095,-0.003204771161398717
gene_113510,-0.0032204798329360414
gene_5900,-0.0033482292346582684
gene_26469,-0.003352084686413955
gene_83887,-0.00348128510450465
gene_6125,-0.00350590594795297
gene_85319,-0.003533094929369897
gene_11140,-0.00364942805364472
gene_196374,-0.00368755123917453
gene_26121,-0.003718782454412801
gene_7353,-0.0038365665547549347
gene_3113,-0.00395579268971554
gene_29028,-0.004043607072390671
gene_83999,-0.004068764418641753
gene_55361,-0.004106466954624891
gene_169611,-0.004111694032013435
gene_10538,-0.004111842006770567
gene_9482,-0.00415350340722393
gene_1359,-0.004160507956386126
gene_51326,-0.0043020368344261544
gene_166968,-0.004326984499238183
gene_4223,-0.004355358102663396
gene_3805,-0.004476288024660703
gene_25929,-0.0044782052072045294
gene_6579,-0.004561681438432569
gene_6193,-0.004673581061753522
gene_6196,-0.0048188935246757025
gene_56244,-0.004852983347965138
gene_25855,-0.004921448753938204
gene_642587,-0.004945127909904332
gene_81788,-0.005120102719966829
gene_64968,-0.005181004605481658
gene_653808,-0.005207413471029926
gene_93099,-0.005363122902419159
gene_317703,-0.005383990330944546
gene_400713,-0.00542958797868071
gene_23521,-0.005433981113778224
gene_254783,-0.005449181307398868
gene_25759,-0.005479957286298846
gene_486,-0.0055506221737319245
gene_613,-0.005560534211384435
gene_5510,-0.005572695887383226
gene_752014,-0.005639886410577966
gene_5034,-0.005806529302097774
gene_26011,-0.005936689784992052
gene_112714,-0.005968952180719584
gene_89944,-0.006052232445731726
gene_4010,-0.006150454309986701
gene_113835,-0.006239539986084067
gene_404203,-0.0063093882143485415
gene_9971,-0.006419536702394041
gene_7410,-0.006422615131073407
gene_147007,-0.00660182241677314
gene_245973,-0.006615304099632467
gene_7574,-0.006713758439351549
gene_7507,-0.006830976992408987
gene_1763,-0.00686754001259158
gene_79825,-0.007148995316555252
gene_22931,-0.007257307640533073
gene_4299,-0.007265647211865568
gene_64773,-0.0072671856739789185
gene_7673,-0.007431773660812934
gene_3071,-0.007519344894399329
gene_64288,-0.00756510507076532
gene_10288,-0.007646849155032683
gene_727684,-0.007787686332500207
gene_145497,-0.007806587520125619
gene_55037,-0.007839975131124798
gene_63922,-0.007905866605556273
gene_130162,-0.007984717790742604
gene_7013,-0.007995995190389375
gene_81559,-0.008184582047521068
gene_64326,-0.008368027256445606
gene_101928841,-0.00843942333580733
gene_100506012,-0.008516409273906613
gene_100506742,-0.008580311070853714
gene_79295,-0.008673785543997222
gene_55809,-0.008748654548950156
gene_392275,-0.008898442632776693
gene_9211,-0.008986574016865435
gene_221692,-0.009071432427601694
gene_151531,-0.009207537829292631
gene_5424,-0.009215451110400593
gene_83659,-0.009331174115428827
gene_344805,-0.009334653743559464
gene_8798,-0.009383126959512352
gene_4481,-0.009537414734203338
gene_201626,-0.009600652847961688
gene_93659,-0.00965344076391043
gene_84909,-0.009688051654201755
gene_9410,-0.009817027110512733
gene_79054,-0.010026134792098473
gene_51023,-0.010077538462748817
gene_254042,-0.010309722163829296
gene_339390,-0.010355072285525173
gene_51000,-0.010376457056212268
gene_7179,-0.010405443753434397
gene_2324,-0.010508732229112418
gene_79568,-0.010518384363609088
gene_9687,-0.010574817864323415
gene_196385,-0.010829314113056984
gene_4013,-0.010848620587060195
gene_7077,-0.010860449902158188
gene_56658,-0.010884611631509236
gene_80833,-0.010954806414075025
gene_389125,-0.010963717552835716
gene_390937,-0.01105137491157039
gene_79582,-0.011053890649175353
gene_84449,-0.011115139691376143
gene_6832,-0.01111973503103334
gene_85409,-0.011267090364123645
gene_23473,-0.011410962766202133
gene_116969,-0.01146986035776382
gene_56904,-0.011476743742371336
gene_146861,-0.01149468946335951
gene_6351,-0.011634045607702348
gene_348932,-0.011811455504201832
gene_26024,-0.011877342599286462
gene_136853,-0.01203441007616167
gene_84807,-0.01222712571397111
gene_256764,-0.012291051548763782
gene_1663,-0.01245128087616478
gene_5753,-0.012453216340874132
gene_10207,-0.012658764473647548
gene_5428,-0.012820013927887508
gene_51744,-0.012820698737746945
gene_343173,-0.013101907171683495
gene_548644,-0.013118749957334617
gene_285525,-0.013219132655333551
gene_9709,-0.013391391342145191
gene_27131,-0.01352970236461309
gene_54662,-0.013718586463377147
gene_23143,-0.013724902538402296
gene_10198,-0.014040674979392431
gene_56978,-0.01407520196931924
gene_7576,-0.014245748500766011
gene_344,-0.01444000191014281
gene_92675,-0.014453954558128722
gene_54849,-0.014631705152504204
gene_90523,-0.015132902375823931
gene_54763,-0.015464228060575956
gene_55200,-0.01595810947705157
gene_157983,-0.016594638492308765
gene_149111,-0.01710296258600829
gene_1041,-0.017242738454996364
gene_401994,-0.017701480210575937
gene_3123,-0.01788085982981778
gene_254187,-0.017995451957512735
gene_7177,-0.018239812494233284
gene_140683,-0.018496430426890968
gene_105379411,-0.018769856680028445
gene_7253,-0.02108945356638508
gene_171568,-0.021467406796295992
gene_27115,-0.02564319655358177
gene_64333,-0.02715569927152877
gene_201158,-0.07235108434430224
