GENE       CHR      START       STOP  NSNPS  NRARE  NPARAM       N        ZSTAT            P          RSQ      RSQ_ADJ
26270        1   11664093   11674354    580    580      23  235812      0.43315      0.33245    0.0001075    9.954e-06
10459        1   11674480   11691788    689    689      27  235812      0.92805      0.17669   0.00014267   2.8193e-05
374946       1   11686647   11720612    659    659      26  235812       1.0089      0.15651   0.00014077   3.0458e-05
57085        1   11735474   11750771    536    536      21  235812      0.31603      0.37599   9.5052e-05   6.0201e-06
284498       1   11762183   11789585   2389   2389     157  235812       2.3182     0.010219   0.00085217    0.0001865
4524         1   11785730   11806103   1953   1953     120  235812      0.91171      0.18096   0.00056812   5.9247e-05
1185         1   11806096   11843144   2159   2159     128  235812       1.2597      0.10388   0.00062972   8.6963e-05
4878         1   11845709   11847783    306    306      13  235812       1.0396      0.14926   7.7275e-05   2.2113e-05
4879         1   11857464   11858935    381    381      16  235812      0.63965       0.2612   8.1189e-05   1.3292e-05
90231        1   11919588   11926428    828    828      33  235812     -0.37919      0.64773   0.00012462            0
5351         1   11934667   11975542   1989   1989     121  235812       1.7521     0.039879   0.00063431   0.00012124
9927         1   11980181   12013515   1424   1424      99  235812       1.2458      0.10642   0.00049548   7.5698e-05
60672        1   12019242   12032049    997    997      60  235812       3.4068   0.00032859   0.00044318   0.00018877
943          1   12063330   12144207   1411   1411      74  235812       2.3809    0.0086362   0.00044966    0.0001359
7133         1   12166949   12209222   1045   1045      63  235812       0.7848      0.21628   0.00030322   3.6061e-05
55187        1   12230039   12512047   6787   6787     479  235812      0.87272      0.19141     0.002145   0.00011396
9249         1   12567910   12618361    738    738      29  235812      0.86089      0.19465   0.00014972   2.6762e-05
343066       1   12644547   12667086    572    572      22  235812      0.21879       0.4134   9.6665e-05   3.3975e-06
126767       1   12716115   12728759    540    540      21  235812       1.7495       0.0401   0.00014243   5.3406e-05
93190        1   12746186   12761169    386    386      16  235812       3.6345   0.00013926   0.00019078    0.0001229
390999       1   12763223   12777906    674    674      48  235812      0.35921      0.35972    0.0002159   1.2338e-05
65121        1   12791397   12796628    869    869      53  235812       2.3908    0.0084069   0.00034227   0.00011748
440560       1   12824380   12831410    760    760      28  235812      0.48827      0.31268   0.00013188   1.3113e-05
343069       1   12847377   12848756    303    303      13  235812       1.4567     0.072599   8.9124e-05   3.3975e-05
65122        1   12857086   12861909    735    735      26  235812       1.3083     0.095382   0.00015182   4.1544e-05
400735       1   12879212   12886201    712    712      27  235812       1.3311     0.091575   0.00015771   4.3213e-05
343071       1   12892896   12898270    474    474      18  235812      0.36448      0.35775   8.2975e-05   6.6161e-06
441871       1   12916647   12920480    205    205       9  235812      0.15171      0.43971   3.8055e-05            0
440561       1   12938472   12947580    319    319      12  235812      -1.3927      0.91815   2.5269e-05            0
653606       1   13005048   13005624    131    131       6  235812       1.1221      0.13092   4.1789e-05   1.6391e-05
101929983    1   13049808   13053659    532    532      21  235812       1.9368     0.026385   0.00014955   6.0499e-05
441873       1   13073678   13078038     63     63       3  235812     -0.10532      0.54194   9.1159e-06            0
440563       1   13115488   13116854    346    346      14  235812        1.994     0.023075   0.00011191   5.2571e-05
343070       1   13175281   13179132     83     83       4  235812       1.2449      0.10658   3.2309e-05   1.5378e-05
391003       1   13222695   13226154    257    257      11  235812       1.1397      0.12721    6.951e-05   2.2888e-05
343068       1   13254198   13263435    301    301      13  235812       3.1689     0.000765   0.00014963   9.4473e-05
391002       1   13281304   13285137    217    217       9  235812      -0.5914      0.72287   2.6162e-05            0
653619       1   13315581   13322595    572    572      22  235812      0.67421      0.25009   0.00011042   1.7107e-05
729528       1   13341892   13347134    729    729      28  235812     -0.16231      0.56447   0.00011092            0
645414       1   13368431   13371947    522    522      20  235812      0.26079      0.39713   8.9055e-05   4.2319e-06
391004       1   13389632   13392629    627    627      25  235812       1.1308      0.12907   0.00014028   3.4273e-05
645425       1   13410450   13421354    614    614      24  235812      -1.3451       0.9107   6.5016e-05            0
126755       1   13474977   13513781    398    398      16  235812      0.31865      0.37499   7.2792e-05   4.9472e-06
10630        1   13583757   13617957    905    905      36  235812       0.2525      0.40033   0.00015902   6.3777e-06
7799         1   13700240   13825079   2533   2533     165  235812      -1.1235      0.86939    0.0006141            0
23254        1   13893515   15118048   3080   3080     206  235812       3.8973   4.8627e-05    0.0012496   0.00037634
55092        1   15152532   15220478    541    541      21  235812       2.6073    0.0045624   0.00017691   8.7857e-05
727684       1   15164196   15171624    207    207       9  235812       3.2633   0.00055063   0.00012475   8.6606e-05
114827       1   15236602   15400283   3264   3264     236  235812       2.3847    0.0085459    0.0012335   0.00023299
79180        1   15409895   15430343    442    442      18  235812      0.37392      0.35423    8.323e-05   6.9141e-06
11330        1   15438442   15449247    681    681      27  235812       2.1562     0.015533   0.00019162   7.7128e-05
63036        1   15456728   15472091    729    729      29  235812      -1.0405      0.85093   8.9998e-05            0
51032        1   15476101   15491400    731    731      29  235812      0.83088      0.20302   0.00014862    2.563e-05
842          1   15491401   15526529   1383   1383      76  235812        1.354     0.087865   0.00039516   7.2896e-05
23341        1   15526813   15571733   1258   1258      71  235812       -1.911        0.972   0.00021226            0
79814        1   15571699   15585110    721    721      50  235812       0.3306      0.37047   0.00022343   1.1384e-05
84301        1   15617458   15661057   1067   1067      64  235812      -1.4766      0.93011   0.00020419            0
6248         1   15659869   15661722    448    448      18  235812      0.42467      0.33554   8.4609e-05    8.285e-06
23207        1   15684267   15734769   2129   2129     127  235812       1.5737     0.057783   0.00064885   0.00011033
284723       1   15735088   15741392    596    596      23  235812       0.8196      0.20622   0.00011983   2.2292e-05
388595       1   15742492   15747797    741    741      29  235812      0.77109      0.22033   0.00014644   2.3484e-05
54751        1   15756171   15786589    743    743      29  235812      -1.4843      0.93114   7.8874e-05            0
440567       1   15807162   15807699    127    127       6  235812     -0.05493       0.5219   2.1935e-05            0
23013        1   15847864   15940455   3555   3555     247  235812      0.73135      0.23228    0.0011149   6.7532e-05
7709         1   15941869   15976132   1219   1219      69  235812       0.7745      0.21932   0.00032986   3.7253e-05
149563       1   16004236   16006695    285    285      12  235812      0.37166      0.35507   5.5953e-05   5.0068e-06
27129        1   16014028   16018796    684    684      27  235812     -0.57849      0.71853    9.485e-05            0
1187         1   16021991   16034050   1839   1839     114  235812       0.4885       0.3126   0.00051246   2.9027e-05
1188         1   16043736   16057326   1975   1975      75  235812       2.0908     0.018274   0.00043592    0.0001179
348487       1   16057769   16073632    703    703      28  235812       2.7956    0.0025901   0.00022671     0.000108
1969         1   16124337   16156087   1950   1950      74  235812      0.58378      0.27968   0.00034191   2.8074e-05
128272       1   16197856   16212671   1452   1452      79  235812       1.0921       0.1374   0.00039352   5.8532e-05
79363        1   16231687   16237452    551    551      22  235812      0.50911      0.30534   0.00010529   1.1981e-05
54455        1   16246840   16352491    866    866      56  235812       1.7791     0.037615   0.00032311   8.5652e-05
26099        1   16367030   16398148    391    391      16  235812     -0.90695      0.81778   4.6073e-05            0
374955       1   16387117   16437842   1757   1757     112  235812      0.11309      0.45498   0.00047932   4.3511e-06
55707        1   16440672   16460090    720    720      51  235812      -1.1597      0.87691   0.00016789            0
55672        1   16562427   16613605    803    803      32  235812      0.51868      0.30199   0.00015103   1.5318e-05
11223        1   16754634   16764480    813    813      32  235812      0.65616      0.25586   0.00015611   2.0385e-05
9696         1   16895707   16972979   4736   4736     336  235812       0.7282      0.23324    0.0015035   7.8678e-05
4237         1   16974500   16981643    545    545      21  235812     -0.94574      0.82786   6.3194e-05            0
23400        1   16985958   17011972   2543   2543     163  235812        2.146     0.015937   0.00086552    0.0001744
6390         1   17018722   17054170    647    647      25  235812     -0.62641      0.73448   8.5805e-05            0
11240        1   17066761   17119453   1547   1547     104  235812       1.6934     0.045189   0.00054962   0.00010866
29943        1   17205123   17246006   1643   1643     108  235812       2.0466      0.02035   0.00059433   0.00013644
51702        1   17249082   17284233   1467   1467     102  235812      0.64124      0.26068   0.00046958   3.7074e-05
23569        1   17308195   17364004   1554   1554      83  235812       1.4682     0.071025   0.00043518   8.3268e-05
353238       1   17372196   17401699   1798   1798     113  235812      0.10559      0.45796   0.00048311   3.9339e-06
55920        1   17406755   17439754   1236   1236      71  235812       1.4855     0.068704   0.00037927   7.8201e-05
55160        1   17520197   17697875   3122   3122     231  235812     -0.15928      0.56328   0.00096236            0
81569        1   17712000   17827063    444    444      18  235812      -1.4065      0.92022   4.3852e-05            0
84966        1   18107746   18378484   1169   1169      67  235812       1.9996     0.022773   0.00039048   0.00010639
127707       1   18480930   18485999    966    966      60  235812       1.1698      0.12105   0.00030953   5.5075e-05
5081         1   18631006   18748866   1083   1083      65  235812      -1.2984      0.90293   0.00021509            0
80834        1   18839599   18859661   1131   1131      66  235812       1.6458     0.049906   0.00036459   8.4698e-05
8659         1   18871430   18902799   1679   1679      87  235812      0.71335      0.23782   0.00040729   3.8385e-05
126917       1   18904280   18956667    963    963      60  235812      0.40202      0.34383   0.00027063   1.6153e-05
23352        1   19074506   19210319   8763   8763     640  235812       1.6211     0.052497    0.0029641   0.00025082
23065        1   19215664   19251559   1917   1917     118  235812       1.0493      0.14702   0.00056884   6.8486e-05
51154        1   19251581   19260128    704    704      28  235812      0.35511      0.36125    0.0001274   8.7023e-06
22977        1   19274325   19289346    856    856      34  235812       1.1944      0.11617   0.00018677   4.2617e-05
8574         1   19302708   19312146    821    821      54  235812       5.0446   2.2726e-07   0.00052385   0.00029492
54896        1   19312246   19332431    778    778      31  235812       1.6491     0.049559   0.00019095   5.9485e-05
832          1   19338773   19485641   1254   1254      71  235812       0.2405      0.40497   0.00031052   9.4175e-06
440574       1   19596977   19629821    556    556      22  235812       0.2354      0.40695   9.7145e-05   3.8147e-06
100532736    1   19596977   19658456   1703   1703      87  235812      0.23505      0.40708   0.00037936   1.0431e-05
4681         1   19643229   19658456   1141   1141      66  235812      0.17309      0.43129   0.00028553   5.6624e-06
3362         1   19665287   19680966    617    617      24  235812     -0.23745      0.59384    9.226e-05            0
255104       1   19682213   19800353   1321   1321      93  235812        1.386     0.082871   0.00047689   8.2552e-05
54546        1   19814029   19815278    312    312      13  235812       1.2487      0.10589   8.3078e-05   2.7955e-05
23252        1   19881702   19912945    926    926      36  235812      0.96039      0.16843   0.00018668   3.3975e-05
30814        1   19920307   19923617    330    330      14  235812       0.3172      0.37555   6.3773e-05   4.3511e-06
5320         1   19975431   19980439    356    356      15  235812       1.0043      0.15763   8.6449e-05   2.2888e-05
5322         1   20028339   20091901    611    611      24  235812       2.0054     0.022458   0.00016878   6.6996e-05
26279        1   20112650   20119566    402    402      17  235812      0.51761      0.30237   8.2555e-05    1.049e-05
64600        1   20139326   20150386    529    529      21  235812      -1.5546      0.93997   5.0833e-05            0
105376824    1   20163076   20163980     31     31       2  235812      0.74087      0.22939   1.2488e-05   3.9935e-06
391013       1   20163991   20175194    200    200       8  235812        2.522    0.0058344   9.1359e-05   5.7459e-05
127733       1   20183302   20196048    267    267      11  235812       0.6321      0.26366   5.7126e-05    1.049e-05
127731       1   20290907   20360221   2515   2515     163  235812     -0.46348      0.67849   0.00065362            0
55450        1   20482391   20486235    167    167       7  235812    -0.091139      0.53631   2.5569e-05            0
79594        1   20499448   20508181    531    531      21  235812      -1.7921      0.96344   4.6505e-05            0
163933       1   20552439   20555020    402    402      17  235812      0.50644      0.30627   8.2253e-05   1.0133e-05
978          1   20588951   20618908    314    314      13  235812      0.66026      0.25454   6.7429e-05   1.2338e-05
65018        1   20633455   20651511   1087   1087      64  235812       2.2073     0.013647   0.00038801   0.00011665
1650         1   20651767   20661544   1065   1065      63  235812       1.9639     0.024772   0.00036843   0.00010127
57576        1   20661643   20718017   2104   2104     125  235812      0.83113      0.20295   0.00058477   5.4717e-05
400745       1   20719731   20732640    932    932      36  235812      0.82863      0.20366   0.00018131    2.861e-05
50809        1   20742677   20787310   1097   1097      65  235812       1.4329     0.075936    0.0003476   7.2002e-05
8672         1   20806292   21177320   2644   2644     188  235812     -0.27841      0.60965   0.00077181            0
1889         1   21217247   21345541   1951   1951     121  235812       0.9709       0.1658   0.00057682   6.3717e-05
84224        1   21435318   21484900   1334   1334      74  235812       2.6849    0.0036271   0.00046982   0.00015604
249          1   21508982   21578412   1209   1209      69  235812     -0.81392      0.79215   0.00025132            0
5909         1   21596215   21669375   2296   2296     154  235812      -1.6769      0.95322   0.00053361            0
84196        1   21678298   21783199   2156   2156     127  235812       1.8436     0.032618   0.00066971   0.00013119
401944       1   21812265   21825221   1120   1120      65  235812     -0.41081       0.6594   0.00025356            0
3339         1   21822232   21937297   9177   9177     657  235812      -1.1494       0.8748    0.0026107            0
23436        1   21976925   21998642    794    794      53  235812         2.71    0.0033645   0.00036096   0.00013626
10136        1   22001656   22012542    710    710      28  235812       2.0382     0.020765   0.00019192   7.3135e-05
998          1   22052627   22092943    637    637      25  235812     -0.60159      0.72628   8.6453e-05            0
54361        1   22117305   22143981    705    705      28  235812       1.0424      0.14862   0.00015168   3.2961e-05
9923         1   22428838   22531157   1795   1795     114  235812      0.19835      0.42138   0.00049338    9.954e-06
2046         1   22563508   22603594   2000   2000      76  235812       1.6858     0.045916   0.00041535   9.3043e-05
712          1   22636625   22639682    306    306      13  235812       0.9986      0.15899   7.6168e-05     2.11e-05
714          1   22643625   22648110    419    419      17  235812      0.46905      0.31952   8.1245e-05   9.1195e-06
713          1   22653179   22661552    304    304      13  235812       1.0281      0.15194   7.6964e-05   2.1875e-05
2048         1   22710770   22915330   1739   1739     112  235812      0.73775      0.23033   0.00052033   4.5419e-05
646262       1   22953043   22972316    940    940      59  235812       1.0402      0.14912   0.00029808   4.7922e-05
729059       1   23010834   23015850    226    226      10  235812        2.551    0.0053705   0.00010596   6.3539e-05
23028        1   23019443   23083691   1561   1561     104  235812       1.1621      0.12259   0.00051287   7.1883e-05
7798         1   23084023   23177808    912    912      58  235812      0.30363       0.3807   0.00025717   1.1206e-05
3352         1   23191895   23194729    369    369      15  235812       1.1208      0.13119   8.9815e-05   2.6166e-05
10236        1   23304688   23344650    830    830      33  235812       1.3077     0.095485    0.0001866    4.667e-05
80818        1   23359448   23369864    526    526      21  235812     -0.68817      0.75433   6.8994e-05            0
6920         1   23380909   23424779    946    946      59  235812       3.0055    0.0013258    0.0004115   0.00016129
55616        1   23428563   23484567   2027   2027     123  235812       1.0026      0.15802   0.00058811   6.6578e-05
1870         1   23505974   23531250    800    800      31  235812      0.44332      0.32877   0.00014382   1.2398e-05
3399         1   23557930   23559794    337    337      14  235812        1.847     0.032375   0.00010699   4.7624e-05
6135         1   23691779   23696425    438    438      18  235812       1.5267     0.063418   0.00011836   4.2021e-05
6924         1   23743366   23762059   1118   1118      66  235812      0.14545      0.44218   0.00028417   4.2915e-06
